STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	20218	115.470582943926	0	2003.02130841736	0	1	0	1	1	5.81999506616069
2	748	3729.91111384329	0	30037.6519089888	0	1	0	1	2	3.22898801388613
3	23221	559.672914093947	0	7025.85578162457	0	1	0	1	3	23.4465530192678
4	2211	9174.91144669626	0	16239.7987527877	0	1	0	1	4	5.16022027149494
5	3047	32050.5203952947	0	28100.8684054688	0	1	0	1	5	12.3052672493528
1	30481	57.3577106246986	0	609.728545123831	0	1	0	2	1	3.19975327278281
2	16610	1112.83109951152	0	3935.79597752086	0	1	0	2	2	11.25519344004
3	2640	4600.55357649514	0	10610.6267954331	0	1	0	2	3	4.82276077363735
4	2838	24715.7253355783	0	14525.5338341127	0	1	0	2	4	7.09733405504482
5	2145	12884.9076534691	0	10587.9063070403	0	1	0	2	5	3.910102476516
1	23804	22.4402323193578	0	244.426925706981	0	1	0	3	1	2
2	34793	274.73826784669	0	1413.84882901216	0	1	0	3	2	8.33713280551252
3	8921	3377.57315925841	0	5502.18904578047	0	1	0	3	3	8.31899595909757
4	4510	13544.8759656179	0	9974.19639255729	0	1	0	3	4	7.62388476252623
5	5192	20272.4419901806	0	13818.6072763367	0	1	0	3	5	12.1596429927549
1	1463	1437.55084724592	0	10537.9507364677	0	1	0	4	1	3.42595039920952
2	7447	530.070850451537	0	3595.45508827838	0	1	0	4	2	5.94998406969336
3	12155	2470.44225120805	0	7001.25537403045	0	1	0	4	3	18.9108679944503
4	3201	12563.2061674704	0	12827.567200413	0	1	0	4	4	9.12453105264641
5	3971	17498.1030377937	0	15754.0370390638	0	1	0	4	5	13.9018414195448
1	4510	348.91515731701	0	1762.33664672283	0	1	0	5	1	2
2	20163	838.630377777865	0	3161.34301337464	0	1	0	5	2	15.8200975488623
3	4851	3542.26566117422	0	5053.5430440337	0	1	0	5	3	6.08428613923415
4	2277	8687.07321917314	0	9974.21054950401	0	1	0	5	4	5.63668738073762
5	5192	15172.7514812227	0	14044.1791613182	0	1	0	5	5	18.0972852360668
