STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	14509	133.115307942849	0	104.131901103513	0	1	0	1	1	6.53090888594812
2	13244	198.28567793474	0	154.469144848775	0	1	0	1	2	8.84327766262948
3	7689	253.87908037422	0	215.171140804449	0	1	0	1	3	7.15164964131714
4	8888	418.686959252327	0	296.503145319675	0	1	0	1	4	11.3916254610385
5	5115	250.977740235294	0	204.777884295513	0	1	0	1	5	4.52773537729847
1	5104	816.262492431002	0	574.540214770573	0	1	0	2	1	2.63008401865004
2	23562	1208.59048448661	0	685.798471132716	0	1	0	2	2	14.4926294584289
3	7370	1697.59985793178	0	786.652171486896	0	1	0	2	3	5.19982536181593
4	13629	2199.86064437207	0	877.3681634939	0	1	0	2	4	10.7246810979454
5	5049	230.279048734154	0	216.816177759835	0	1	0	2	5	2
1	26983	1426.37143008629	0	1527.87542655573	0	1	0	3	1	22.4993618190395
2	24376	2347.27435029369	0	1420.14426980361	0	1	0	3	2	18.8923910947612
3	18326	3227.01338383847	0	1870.71707873384	0	1	0	3	3	18.7097426461122
4	2189	2032.00767137516	0	2118.24137865343	0	1	0	3	4	2.53054013345444
5	5346	485.551353565818	0	394.22005354281	0	1	0	3	5	2
1	2684	918.298845288645	0	740.597550439855	0	1	0	4	1	2.21666477053742
2	6105	1482.32392607383	0	750.117830220066	0	1	0	4	2	5.10681815113293
3	9438	1742.86154364856	0	836.227769834829	0	1	0	4	3	8.80115754278535
4	7315	2004.0013571171	0	812.011568935839	0	1	0	4	4	6.6238697433547
5	2695	1482.27221691519	0	699.124423716615	0	1	0	4	5	2.10110850243603
1	10626	876.05253036729	0	424.984295135219	0	1	0	5	1	8.66279714305656
2	6721	1018.4771697326	0	446.113824777315	0	1	0	5	2	5.75168414934257
3	8910	1212.47960255765	0	601.550303461132	0	1	0	5	3	10.2817042147946
4	8580	975.04800133418	0	561.763896529036	0	1	0	5	4	9.24605694746093
5	2156	712.13562224015	0	564.83593153725	0	1	0	5	5	2.33607361531606
