STRATO	N	M1	S1	COST	CENS	DOM1	X1	SOLUZ
1	13519	48.3162590559269	66.7421800459574	1	0	1	1	2
2	7282	817.113108381082	657.429464553603	1	0	1	2	3.23871376966298
3	6908	1813.77700794031	1786.74399867783	1	0	1	3	8.35001757868887
4	5181	3936.10398690278	3964.1980414691	1	0	1	4	13.8944597083366
5	17820	1129.90831420601	1154.28555801435	1	0	1	5	13.9153357820005
1	759	3619.27597427556	1489.08103870124	1	0	2	1	2.20779440661972
2	14245	902.40909954678	1164.83977579541	1	0	2	2	32.413592278116
3	35838	630.422718188675	708.775982603273	1	0	2	3	49.6193735732945
4	4807	36.1797110278432	273.193981604458	1	0	2	4	2.56533312555628
1	9889	1385.43605506083	1758.30964490662	1	0	3	1	15.6822090421426
2	16148	1673.21715984511	2867.94579851291	1	0	3	2	41.7685292759319
3	37323	417.233058790458	537.75338026241	1	0	3	3	18.1016930880208
4	15378	119.281195533554	235.792265776024	1	0	3	4	3.27030994968083
1	3993	340.180179021125	280.192173410297	1	0	4	1	4.38199149624554
2	5060	760.115536207076	441.08402648033	1	0	4	2	8.74154238150053
3	5632	285.540955072782	240.310465604422	1	0	4	3	5.30092367680573
4	14036	80.4495672047267	148.050779886017	1	0	4	4	8.13898558381668
1	3894	224.065437192398	228.316163897058	1	0	5	1	6.15170825723518
2	8745	70.4933984670378	111.574442086898	1	0	5	2	6.75130397817576
3	2442	361.490976830895	631.003263421076	1	0	5	3	10.6620420210156
4	22253	39.1622430354395	111.977998720939	1	0	5	4	17.2418711122079
