STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	39457	331.233774853849	0	816.367155264188	0	1	0	1	1	2.46439916225453
2	7018	3281.0507964251	0	4737.42894429266	0	1	0	1	2	2.54365109479011
3	1991	17778.2093202537	0	15854.0597033372	0	1	0	1	3	2.41497820982927
4	979	35229.6444740978	0	31668.8523777929	0	1	0	1	4	2.37200983036462
1	37125	1290.72000896866	0	2947.49826855054	0	1	0	2	1	2.29205626812219
2	12859	11991.0825178217	0	10096.1540276803	0	1	0	2	2	2.71937072516003
3	2585	48418.479362015	0	37013.5809658128	0	1	0	2	3	2.00413469013089
4	2145	101882.469468356	0	126587.274235562	0	1	0	2	4	5.68751557530873
1	21571	972.354319432948	0	3012.20699434847	0	1	0	3	1	2.38464201599069
2	29238	3318.92230242527	0	5788.94268091342	0	1	0	3	2	6.2117649151214
3	16511	7175.22206207552	0	9814.98479880836	0	1	0	3	3	5.94745423626412
4	7700	31382.6773748225	0	25023.9633369152	0	1	0	3	4	7.07155495120348
5	2200	84824.4232696004	0	94167.5768938355	0	1	0	3	5	7.60312580226448
1	9493	963.787699514862	0	2221.08947220473	0	1	0	4	1	2.83491697643426
2	5742	2562.68669941586	0	5563.46433569749	0	1	0	4	2	4.29515960663544
3	7062	3937.48983114109	0	9393.64240562303	0	1	0	4	3	8.91933646082158
4	3542	11849.6497667866	0	14405.5101757739	0	1	0	4	4	6.8603774475778
5	2398	28964.5408076948	0	25177.6174812385	0	1	0	4	5	8.11773033043694
1	21846	1949.13843908823	0	2768.12338370927	0	1	0	5	1	14.4064089785088
2	7403	3377.95003530597	0	3883.41650679254	0	1	0	5	2	6.84888837396352
3	3916	7219.81275652096	0	7350.31171584836	0	1	0	5	3	6.85719984544268
4	1573	20770.2401506263	0	20847.8784624881	0	1	0	5	4	7.81248066393815
5	2255	9705.98723358939	0	9727.40232843096	0	1	0	5	5	5.22566772169592
