STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	9119	2820.19013677972	0	2108.87186597895	0	1	0	1	1	19.2464151513987
2	4323	2178.91726973467	0	1688.81354574679	0	1	0	1	2	7.30666809461424
3	11869	1493.62571227601	0	1147.70204037592	0	1	0	1	3	13.6331346548313
4	13651	957.208986785556	0	807.842962506904	0	1	0	1	4	11.0368172978125
5	10483	310.612515098027	0	521.665694206185	0	1	0	1	5	5.4730611950329
1	2244	8982.67329718977	0	4836.47798929006	0	1	0	2	1	3.36521857904354
2	6501	6565.60310268738	0	4386.04768744237	0	1	0	2	2	8.84127145525439
3	2981	3128.79869369859	0	2725.10260287061	0	1	0	2	3	2.51887168400369
4	13607	818.360789706747	0	1369.4213041521	0	1	0	2	4	5.77777565222311
5	29381	234.124925517067	0	790.43653825286	0	1	0	2	5	7.20103282127915
1	10098	4776.17346967088	0	4162.71577017094	0	1	0	3	1	21.0381355530535
2	4499	3103.55685525629	0	2986.59196547087	0	1	0	3	2	6.72491826003097
3	16522	1353.20377942527	0	2001.99775936677	0	1	0	3	3	16.5547005443317
4	14102	475.135491665932	0	1021.0208391237	0	1	0	3	4	7.20626852157663
5	31999	179.090778123909	0	518.359708933382	0	1	0	3	5	8.3016184340606
1	1551	9721.42023758316	0	6327.64169300262	0	1	0	4	1	2.9896923860152
2	1969	6495.71162596106	0	7937.94327948062	0	1	0	4	2	4.76131085074187
3	6600	2407.75227358322	0	3070.28341418168	0	1	0	4	3	6.17298512847794
4	5500	1257.48890526849	0	1889.83948652883	0	1	0	4	4	3.166361068299
5	12617	266.514217062603	0	823.636039133543	0	1	0	4	5	3.16566003211468
1	5225	2013.65655613154	0	2925.47711608358	0	1	0	5	1	14.2753856792858
2	13035	616.933200696822	0	676.439793474638	0	1	0	5	2	8.23464789944566
3	8250	226.751139651157	0	256.599685276545	0	1	0	5	3	2
4	4477	313.252776202589	0	1848.48351576358	0	1	0	5	4	7.72871916422757
5	6006	40.6738274346994	0	58.8798071067954	0	1	0	5	5	2
