STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	8415	23565.5294456261	0	46413.8268680407	0	1	0	1	1	12.8135971350259
2	26532	12827.1987205146	0	26307.6756394462	0	1	0	1	2	22.8992909140605
3	2244	20525.9117956081	0	41830.3181966413	0	1	0	1	3	3.07952396413778
4	5357	16544.8583593295	0	26401.0343197941	0	1	0	1	4	4.63993776307968
5	6897	2668.56305762873	0	8943.97923124316	0	1	0	1	5	2.02376730459198
1	11451	11460.2812556095	0	28523.6932552986	0	1	0	2	1	16.2962350591824
2	7524	5675.32857366781	0	12629.8886299183	0	1	0	2	2	4.7411796991058
3	1980	10509.3219006752	0	43207.1697346703	0	1	0	2	3	4.26834109244428
4	15378	10877.9136141321	0	15111.3238183225	0	1	0	2	4	11.594191705494
5	18381	3720.5854759772	0	5769.19349617848	0	1	0	2	5	5.29081222800631
1	1804	32004.5566491441	0	115715.90336354	0	1	0	3	1	5.12443541993204
2	13783	10282.0521953765	0	30954.5691157984	0	1	0	3	2	10.4733341594991
3	3388	10286.2840546294	0	78611.5755455376	0	1	0	3	3	6.53802148262037
4	26609	11213.8588084467	0	41317.9210393474	0	1	0	3	4	26.9887925988044
5	31636	6893.76341369386	0	14217.6625414232	0	1	0	3	5	11.0414525354267
1	4994	4500.00970663843	0	7245.5249334409	0	1	0	4	1	5.67568199607469
2	7557	6597.01763304114	0	6527.2099806141	0	1	0	4	2	7.73707251740376
3	6402	2639.57186600175	0	5214.46831061507	0	1	0	4	3	5.23631016351155
4	9284	1007.10144754029	0	2543.37969176814	0	1	0	4	4	3.70378690613187
1	2475	5770.25998965972	0	10778.907799085	0	1	0	5	1	4.84059116313414
2	2816	3262.4320518998	0	7252.12001183065	0	1	0	5	2	3.70549367404038
3	3113	1626.47750741604	0	5012.51317605773	0	1	0	5	3	2.8312817607577
4	11671	912.140816103542	0	2579.32678523688	0	1	0	5	4	5.4621406684739
5	16918	263.800770600207	0	1153.89229160813	0	1	0	5	5	3.54211564396363
