STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	12496	8.11088041896788	0	107.871609535222	0	1	0	1	1	2
2	10934	565.927931995125	0	6961.74091763067	0	1	0	1	2	12.0179084080614
3	20977	109.437119043054	0	1071.23544348403	0	1	0	1	3	3.54780935948228
4	4246	4758.95859960434	0	12921.8478288784	0	1	0	1	4	8.66236691879618
5	792	15991.2762385708	0	30817.2702345578	0	1	0	1	5	3.85346404932953
1	21351	5.94517109330746	0	97.6894273991823	0	1	0	2	1	2
2	12441	100.778136689623	0	1055.82931715526	0	1	0	2	2	3.37471938794102
3	12914	678.175567316735	0	2732.61792314641	0	1	0	2	3	9.06626385595363
4	2783	1615.19368029773	0	5005.86325661229	0	1	0	2	4	3.57915781368943
5	5225	5019.10405061241	0	9337.23928502157	0	1	0	2	5	12.5341083031982
1	23804	22.459952998173	0	197.667550325717	0	1	0	3	1	2
2	1903	601.713136390535	0	7490.27823995422	0	1	0	3	2	2
3	41613	210.278113731311	0	1407.22419647117	0	1	0	3	3	7.95103907261577
4	3729	3910.96551705863	0	9547.80362399684	0	1	0	3	4	4.83423132944664
5	6171	11054.7057312045	0	19076.5212725334	0	1	0	3	5	15.9840303243029
1	12683	392.708247982924	0	3155.18804942152	0	1	0	4	1	3.33537088429305
2	4455	2083.05261506015	0	8679.07615562719	0	1	0	4	2	3.2226867987894
3	451	12167.9917767136	0	59288.2573471373	0	1	0	4	3	2.22865128313537
4	3674	2253.32339388517	0	5938.17658904862	0	1	0	4	4	2
5	6974	14712.8494703462	0	18653.1482538637	0	1	0	4	5	10.8425386155254
1	17479	175.205079769374	0	1177.75963261765	0	1	0	5	1	4.20561125866475
2	7909	541.418035324019	0	2026.20769224744	0	1	0	5	2	3.2738698821924
3	4169	1298.47722192381	0	2719.0856723084	0	1	0	5	3	2.31585127805651
4	1947	3268.18770490582	0	7466.42106769277	0	1	0	5	4	2.96984859428445
5	5489	7144.43469175862	0	11984.2918941652	0	1	0	5	5	13.4388308753575
