STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	4158	22.0915779176943	0	15.3192608575523	0	1	0	1	1	2
2	4576	57.0088023878816	0	27.6089909090694	0	1	0	1	2	2.32152385050904
3	5225	88.394303914242	0	40.7427339296829	0	1	0	1	3	3.91176775863958
4	15818	29.0041200085053	0	27.3091338260325	0	1	0	1	4	7.93772588333316
5	19668	20.9960768539547	0	14.014698488118	0	1	0	1	5	5.06501293382587
1	31922	33.2134676197081	0	26.7240663285859	0	1	0	2	1	2.55157934972627
2	11561	74.6589259484327	0	80.035947334079	0	1	0	2	2	2.76755930123188
3	11231	161.446311562564	0	189.099210346672	0	1	0	2	3	6.35220619445657
1	3278	9687.56052694552	0	10511.7019013903	0	1	0	3	1	4.11724935615048
2	13200	3217.26169989621	0	4107.77158718172	0	1	0	3	2	6.47896154957353
3	27324	1433.72272413657	0	1743.44312094305	0	1	0	3	3	5.69216190793028
4	33418	710.037875744131	0	1022.22935069022	0	1	0	3	4	4.08182128352951
1	12133	4647.95123124238	0	4252.4267783242	0	1	0	4	1	2
2	2068	20613.2305534951	0	22889.4106800129	0	1	0	4	2	2
3	14036	1022.83227213019	0	1918.52876906861	0	1	0	4	3	2
1	8756	4939.79733986839	0	5478.36992269721	0	1	0	5	1	2
2	2739	20209.0546733959	0	22491.323716268	0	1	0	5	2	2.11493846564659
3	25498	932.530241353778	0	1896.08822983375	0	1	0	5	3	2
