STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	17567	18.3082850056367	0	70.9690113244686	0	1	0	1	1	2
2	16456	125.791839308108	0	403.190723948455	0	1	0	1	2	6.53276968190275
3	3773	212.826772116329	0	686.263909517474	0	1	0	1	3	2.54941479426122
4	6292	99.1467841770669	0	345.901931830291	0	1	0	1	4	2.14291151195543
5	5357	280.749989759851	0	868.955393870887	0	1	0	1	5	4.58333568410366
1	19602	16.699739165324	0	47.8059915559272	0	1	0	2	1	2.60749660927323
2	15840	80.3712602219475	0	258.367373263201	0	1	0	2	2	11.3876440635156
3	1265	211.371819515401	0	951.584058070178	0	1	0	2	3	3.34949026773098
4	13134	51.7496146353807	0	322.181196224358	0	1	0	2	4	11.7743851726876
5	4873	105.216457023558	0	517.184673396931	0	1	0	2	5	7.01266502945555
1	27269	14.565471639996	0	32.8619750078846	0	1	0	3	1	2.83070617920434
2	6270	74.1167339549525	0	134.118390454976	0	1	0	3	2	2.65636527086422
3	20537	202.647857410331	0	548.110731311752	0	1	0	3	3	35.5579920237947
4	16863	74.9971682161184	0	211.15677804025	0	1	0	3	4	11.2479088075028
5	6281	86.4918211194378	0	390.968370984934	0	1	0	3	5	7.75715265541495
1	10021	19.9762098713903	0	24.8655909285416	0	1	0	4	1	3.29339433799957
2	8569	58.9595532741596	0	77.186283171337	0	1	0	4	2	8.74186627926964
3	4807	118.082854957057	0	168.798474544571	0	1	0	4	3	10.7244870068499
4	2475	44.477704424575	0	112.708585439704	0	1	0	4	4	3.68694017032047
5	2365	97.3924680167971	0	178.32346330756	0	1	0	4	5	5.57408417811726
1	24948	95.3977248756803	0	195.216130552857	0	1	0	5	1	2
2	8492	406.919325566195	0	1488.13101849973	0	1	0	5	2	2.61606428460709
3	3553	567.046212802906	0	2654.22303644639	0	1	0	5	3	2
