STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	15686	20613.6199950316	0	16110.9995924284	0	1	0	1	1	18.6057244015669
2	6303	17965.7200223107	0	11703.0431150259	0	1	0	1	2	5.43072733620624
3	11220	15578.6923138924	0	9957.00751388422	0	1	0	1	3	8.22495590076062
4	11803	10719.7483247239	0	11629.9665914519	0	1	0	1	4	10.1060806702464
5	4433	4952.09459282529	0	8169.91335068008	0	1	0	1	5	2.66641085139462
1	11968	15288.2263741176	0	13497.3562466175	0	1	0	2	1	11.444768340514
2	8987	15243.87381521	0	9252.03329466885	0	1	0	2	2	5.89099485905809
3	5038	9592.30957251552	0	6161.51043093415	0	1	0	2	3	2.19928780603902
4	13178	6039.43235725397	0	4186.23024031914	0	1	0	2	4	3.90849291377076
5	15543	2613.2575309831	0	2910.69508822792	0	1	0	2	5	3.20529698553772
1	5830	8930.44666409334	0	7627.57334144009	0	1	0	3	1	3.00437223837719
2	33803	13649.22285028	0	10630.1612197194	0	1	0	3	2	24.2769369220413
3	15125	9742.80630690479	0	7546.4054451176	0	1	0	3	3	7.71141918222012
4	9273	5739.61071905761	0	5155.03437276955	0	1	0	3	4	3.2296139961541
5	13189	2020.82858715896	0	3197.4785990438	0	1	0	3	5	2.8491696399015
1	3410	2158.45166189692	0	1312.56070687894	0	1	0	4	1	8.37671154313956
2	8514	1433.82750005022	0	1015.08662911279	0	1	0	4	2	16.1747112201435
3	10967	875.973481543196	0	727.449932011769	0	1	0	4	3	14.931063196687
4	2871	423.817374547214	0	533.37071940805	0	1	0	4	4	2.86590734477331
5	2475	588.219380745795	0	878.440562442539	0	1	0	4	5	4.06899697663461
1	8602	3401.08938518571	0	3689.40200731875	0	1	0	5	1	28.3136560291466
2	15158	2379.08093626842	0	2115.12485574858	0	1	0	5	2	28.6034517588958
3	5731	3212.91008178699	0	2419.40212018855	0	1	0	5	3	12.3702648798439
4	4906	1406.72763805701	0	1569.26034011864	0	1	0	5	4	6.868518567475
5	2596	1920.82425486231	0	2100.00772250643	0	1	0	5	5	4.86369254705291
