STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	20966	1283.67853612945	0	5550.09715732075	0	1	0	1	1	2.03903186171332
2	11792	6952.65264236786	0	20702.7505081531	0	1	0	1	2	4.27782844356072
3	11165	14544.2113576007	0	36502.208405548	0	1	0	1	3	7.14143869866809
4	4631	54360.8735232083	0	87219.8685363736	0	1	0	1	4	7.07779620522079
5	891	215495.59729655	0	241863.668754815	0	1	0	1	5	3.77621041033104
1	32538	11543.8896736983	0	36162.5969426345	0	1	0	2	1	4.64746574803328
2	4169	50621.8151539651	0	139064.602485519	0	1	0	2	2	2.28988791881109
3	13145	73005.4375709977	0	459548.637790206	0	1	0	2	3	23.8593059121557
4	2277	393646.733395141	0	1274961.64371632	0	1	0	2	4	11.4663681659619
5	2585	124121.363727788	0	408480.280054875	0	1	0	2	5	4.17058881937562
1	11781	2846.41170643951	0	14422.0533567431	0	1	0	3	1	2.8255005018176
2	13134	9508.29952285949	0	27418.1726186437	0	1	0	3	2	5.98854962949217
3	15697	36778.9099589509	0	78473.764629102	0	1	0	3	3	20.4845902208273
4	21428	61800.4989781864	0	125324.272915828	0	1	0	3	4	44.6583801401208
5	15180	49124.3965658385	0	75530.3241351357	0	1	0	3	5	19.0668633842094
1	18590	1599.53746740319	0	3988.90921596344	0	1	0	4	1	2.19222795835308
2	2101	25370.5392115394	0	32412.6795839101	0	1	0	4	2	2.01322891145795
3	4774	36334.8203702346	0	60063.7011598042	0	1	0	4	3	8.47708767629357
4	1111	82151.8375649242	0	75660.2106414616	0	1	0	4	4	2.48504223998591
5	1661	49025.6737462659	0	46642.1479434612	0	1	0	4	5	2.29034203978516
1	12936	2498.3964949971	0	6445.95633152878	0	1	0	5	1	2
2	3949	7997.605055718	0	20723.4012124122	0	1	0	5	2	2
3	11154	29203.5042007638	0	57623.9744106221	0	1	0	5	3	14.0367422582011
4	4048	94606.9727844722	0	145210.684837267	0	1	0	5	4	12.8372368435788
5	4906	60305.8880426533	0	104133.091694464	0	1	0	5	5	11.1570346798854
