STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	15686	395.543946984483	0	777.153192508766	0	1	0	1	1	2
2	14806	1350.23365247648	0	1809.87498789105	0	1	0	1	2	4.30778948147655
3	5445	2894.01343783112	0	3402.25990255447	0	1	0	1	3	2.97806051934427
4	6171	6295.9551040453	0	7932.47915881064	0	1	0	1	4	7.86923716507793
5	7337	4816.67802001828	0	3996.11447016457	0	1	0	1	5	4.71329461941623
1	10648	668.38305422791	0	1588.19550569944	0	1	0	2	1	2
2	9339	2264.84445304017	0	4598.75163741698	0	1	0	2	2	4.64608705757649
3	9482	4877.25487654051	0	6632.45749294638	0	1	0	2	3	6.80332845643904
4	16412	8771.90061265887	0	9518.32886050495	0	1	0	2	4	16.8993198716722
5	8833	1619.9930668054	0	2423.43490836011	0	1	0	2	5	2.3157229632174
1	24574	1037.56852678799	0	2652.76708828221	0	1	0	3	1	15.6580670598492
2	13695	2686.80549600162	0	3161.37652802889	0	1	0	3	2	10.3992360211189
3	13090	4587.45779042685	0	4721.18182658114	0	1	0	3	3	14.8440889204099
4	21681	3879.97726549103	0	3608.78299054802	0	1	0	3	4	18.7933088281114
5	4180	2002.64937099081	0	2958.90261928851	0	1	0	3	5	2.97077751391434
1	5357	1926.01727934595	0	4838.43292847388	0	1	0	4	1	3.96120034203221
2	3553	1874.34497982317	0	3544.53849121428	0	1	0	4	2	2
3	11297	3160.78391491521	0	6428.51495485859	0	1	0	4	3	11.0987539530851
4	3751	6492.4694445122	0	9654.22365463123	0	1	0	4	4	5.53432750995964
5	4279	2913.25393934081	0	3313.08003915031	0	1	0	4	5	2.16657960581977
1	4378	4096.10615520525	0	6564.3549965093	0	1	0	5	1	6.83224694573793
2	22704	2791.5345543388	0	3624.62274435718	0	1	0	5	2	19.5641474775926
3	4257	4147.71544184475	0	3813.71280126338	0	1	0	5	3	3.85964510707068
4	2057	6357.42886450871	0	4614.64840242641	0	1	0	5	4	2.25667307498402
5	3597	2997.98227425433	0	2811.97406806656	0	1	0	5	5	2.40462571795209
