STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	9988	590.787804242314	0	2747.29355148305	0	1	0	1	1	2
2	16775	9179.54196352053	0	26590.3435598309	0	1	0	1	2	15.9150164715879
3	11990	5346.59008688799	0	12114.4418615464	0	1	0	1	3	5.18254650756565
4	7018	3279.82336193364	0	9247.08714513715	0	1	0	1	4	2.3154687779295
5	3674	7130.97641253179	0	23063.2815448074	0	1	0	1	5	3.02329737922457
1	10648	898.880833313924	0	4376.55670516579	0	1	0	2	1	2
2	5423	10162.3788823805	0	14242.9522374589	0	1	0	2	2	3.10611835694426
3	7953	14605.5789696495	0	35348.5655737772	0	1	0	2	3	11.3052756355313
4	11605	7313.25143000475	0	25991.0929909434	0	1	0	2	4	12.1296443091039
5	19085	527.063496061405	0	2904.61729597557	0	1	0	2	5	2.2292535211677
1	15587	445.23648639339	0	1641.81497498101	0	1	0	3	1	3.39556932148811
2	12045	1694.39744996239	0	4329.82241237352	0	1	0	3	2	6.91994657701107
3	17589	2491.74455346417	0	5973.1163238039	0	1	0	3	3	13.9401669380568
4	27720	865.456858815996	0	3868.00436956866	0	1	0	3	4	14.2267609812491
5	4279	1595.68477626899	0	7395.41636930233	0	1	0	3	5	4.19885396157054
1	10120	73.9929787274451	0	72.8610614296543	0	1	0	4	1	5.69508629122376
2	10307	115.016571285204	0	130.190390541006	0	1	0	4	2	10.3641933994163
3	2904	112.756238430239	0	172.492361005544	0	1	0	4	3	3.86892919095373
4	2387	43.1353617503475	0	121.099401000942	0	1	0	4	4	2.23264007881697
5	2519	117.738893019383	0	269.00253963845	0	1	0	4	5	5.2337003062718
1	2475	19.3431303763002	0	18.3647805693505	0	1	0	5	1	2.66945203158776
2	7491	32.8010606739987	0	26.7809176890069	0	1	0	5	2	11.7822009679845
3	4598	26.0403454808142	0	19.3368779787651	0	1	0	5	3	5.22175508185045
4	10384	15.2588972331471	0	16.7347299805225	0	1	0	5	4	10.2057414817736
5	12045	3.36094558255157	0	8.16449181894297	0	1	0	5	5	5.77560038870666
