STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	28545	2569.44259612719	0	11070.2557726294	0	1	0	1	1	2.02153255013038
2	14212	11706.8283033423	0	30624.9787706496	0	1	0	1	2	2.78435131393702
3	5687	47811.1059955159	0	78217.5733002786	0	1	0	1	3	2.84564422816425
4	1001	203210.033848208	0	240421.564769703	0	1	0	1	4	2
1	34210	12945.6741980229	0	42579.8638296999	0	1	0	2	1	2.07331332843751
2	13145	73186.2331053431	0	388545.083633079	0	1	0	2	2	7.2695847785813
3	2574	71063.3743436502	0	610866.268488863	0	1	0	2	3	2.23801134720948
4	2145	388444.112169942	0	1292240.52515068	0	1	0	2	4	3.94528380949865
5	2640	129722.329158456	0	419151.933482947	0	1	0	2	5	2
1	26037	6825.19660047319	0	22995.7689288263	0	1	0	3	1	3.50623288328587
2	15323	38810.3800820047	0	83340.4641956911	0	1	0	3	2	7.47827783309115
3	19712	63007.2550468308	0	127083.712071468	0	1	0	3	3	14.6697415236517
4	6644	40855.1621958183	0	80129.5454544636	0	1	0	3	4	3.11762720325463
5	9504	54699.4693656602	0	72423.8474884136	0	1	0	3	5	4.03078746961398
1	19723	2546.55423012299	0	7359.08766463871	0	1	0	4	1	2
2	5126	35083.0013500465	0	55280.4866179051	0	1	0	4	2	3.23974281283835
3	3388	58778.7834935343	0	64309.2663774095	0	1	0	4	3	2.49101895844616
1	16335	3506.76347822338	0	9646.67936163886	0	1	0	5	1	2
2	6017	19436.3464560956	0	61375.6642011105	0	1	0	5	2	2.83529661768026
3	5962	38815.3674026052	0	49922.8246322162	0	1	0	5	3	2.28514311630393
4	2200	107555.954080497	0	164783.737300631	0	1	0	5	4	2.7832954685496
5	6479	65781.0773844577	0	109743.353065838	0	1	0	5	5	5.45894210713893
