STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	42966	444.069089007921	0	1350.676392811	0	1	0	1	1	2
2	4950	8467.19410896413	0	11505.6617942796	0	1	0	1	2	2
3	1529	30538.0999287622	0	35620.7087909865	0	1	0	1	3	2
1	43263	2163.46778997204	0	4758.82630553998	0	1	0	2	1	2
2	9152	24703.0407420245	0	28422.2500733005	0	1	0	2	2	2.50310868577606
3	2299	100037.552444419	0	125417.196671096	0	1	0	2	3	2.77460586498716
1	20086	1963.65958394734	0	6874.05522877505	0	1	0	3	1	2.35378494880989
2	29997	2529.09147265373	0	4214.40104392064	0	1	0	3	2	2.1551325680063
3	16445	6681.47116417686	0	9881.48295986646	0	1	0	3	3	2.77023307288926
4	8426	29360.7434553769	0	26639.5721800179	0	1	0	3	4	3.82656422348014
5	2266	79287.2660166769	0	91268.563066204	0	1	0	3	5	3.52566808669997
1	14817	1532.50386848276	0	4027.32670943284	0	1	0	4	1	3.26887029501823
2	7326	3870.8113797247	0	9249.24611484287	0	1	0	4	2	3.71187887083695
3	3553	11458.6223294062	0	14358.7929810595	0	1	0	4	3	2.79469029601962
4	2541	26948.591364571	0	24703.0591775509	0	1	0	4	4	3.43855479299789
1	14025	2090.53388341948	0	3362.08052296803	0	1	0	5	1	3.57218827246388
2	1947	22520.9683024979	0	21457.1278706101	0	1	0	5	2	3.16490661833566
3	18590	2963.32635100442	0	3598.76533465935	0	1	0	5	3	5.06822956419642
4	2431	9786.79297152444	0	9478.41451668597	0	1	0	5	4	2
