STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	15686	8.43652724341313	0	16.6677742666182	0	1	0	1	1	2.2257485004209
2	19261	56.8989629602852	0	99.3851081637386	0	1	0	1	2	16.296202572552
3	10318	49.8948710441486	0	81.1388197049831	0	1	0	1	3	7.12706103561517
4	1452	66.9309807394629	0	178.179098618396	0	1	0	1	4	2.20246817943295
5	2728	46.2038297026827	0	132.067592818427	0	1	0	1	5	3.06709266028464
1	11066	5.62199280299647	0	14.0065090565732	0	1	0	2	1	2
2	9581	43.6877028776047	0	70.474145658286	0	1	0	2	2	5.1597982577651
3	15884	71.0776104011066	0	145.463884425975	0	1	0	2	3	17.6566017184799
4	11528	5.62430055506152	0	22.5102835463613	0	1	0	2	4	2
5	6655	5.17155218551542	0	77.8860912257781	0	1	0	2	5	3.96095611252786
1	26697	27.5675937826689	0	82.4779386390799	0	1	0	3	1	4.41955727368859
2	6435	207.986642145218	0	428.737564061027	0	1	0	3	2	5.53756190235208
3	14949	315.644822284357	0	665.116865873564	0	1	0	3	3	19.9566945088177
4	7447	138.861140133381	0	352.07060495935	0	1	0	3	4	5.26246992771985
5	21692	56.9725914287349	0	169.286032480304	0	1	0	3	5	7.3705386707328
1	10120	22.3421362035715	0	36.6054464200626	0	1	0	4	1	2.72197259031359
2	5885	87.1833103403645	0	188.08037286926	0	1	0	4	2	8.13293819157967
3	2585	48.1246655707299	0	111.587558654527	0	1	0	4	3	2.11950209893871
4	8316	16.0536831895115	0	48.0064917758327	0	1	0	4	4	2.93340466194808
5	1331	43.695010013943	0	153.06413162631	0	1	0	4	5	2
1	4961	62.6966757977821	0	185.713566677278	0	1	0	5	1	2.44411171680083
2	9834	202.701419806568	0	287.568023717751	0	1	0	5	2	7.50203337459131
3	9548	257.800907285426	0	369.559271563091	0	1	0	5	3	9.3606219985397
4	4499	316.861593526605	0	494.503328920179	0	1	0	5	4	5.90192121592269
5	8151	106.037848888976	0	248.137131825613	0	1	0	5	5	5.36550799413967
