STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	6281	20111.353139567	0	36173.0811743091	0	1	0	1	1	3.03717784484155
2	15708	29891.4512042548	0	40350.5678949232	0	1	0	1	2	8.47279055300971
3	9471	43160.0481836016	0	41404.8713473817	0	1	0	1	3	5.24207467104088
4	13299	64634.4612674366	0	59288.7960695708	0	1	0	1	4	10.540168272972
5	4686	16294.6201046275	0	17028.8346209376	0	1	0	1	5	2
1	21802	35297.6827880602	0	55414.4939444358	0	1	0	2	1	13.109288966331
2	14234	81654.2823438771	0	63942.6744831191	0	1	0	2	2	9.87591147887648
3	7502	103439.098194737	0	83759.1556863736	0	1	0	2	3	6.81818499422852
4	6325	69854.0125539578	0	62489.8965700843	0	1	0	2	4	4.28874046509026
5	4851	4433.47025792937	0	6579.41926754846	0	1	0	2	5	2
1	24244	36215.4507576817	0	46720.5111472719	0	1	0	3	1	7.71783960458409
2	16368	88233.8651494727	0	76355.6498226736	0	1	0	3	2	8.51570643978642
3	21428	111321.600704249	0	91672.0123226981	0	1	0	3	3	13.3845042595324
4	5060	75293.0985244965	0	72972.1963437408	0	1	0	3	4	2.51589100613216
5	10120	22897.1360131844	0	32336.3604831026	0	1	0	3	5	2.22974674154795
1	3256	17464.7540661766	0	19269.2875044887	0	1	0	4	1	2.02361149115141
2	3542	27868.0347472476	0	28074.8857445588	0	1	0	4	2	3.20732994048746
3	9801	36968.4513766239	0	22762.3548846701	0	1	0	4	3	7.19556106803512
4	7425	35548.71761292	0	29474.3661889725	0	1	0	4	4	7.05859098208672
5	4213	18221.380228302	0	17438.7383659363	0	1	0	4	5	2.36964672748021
1	5225	26330.5837917035	0	38763.4371720198	0	1	0	5	1	4.92440413683044
2	3685	30341.4873694227	0	29838.1866324235	0	1	0	5	2	2.67334514098955
3	15917	42930.1474177924	0	34197.8665860424	0	1	0	5	3	13.2344331167712
4	6765	28716.1984292063	0	32850.0312434655	0	1	0	5	4	5.4031708637919
5	5401	21454.129525846	0	28530.2268073399	0	1	0	5	5	3.74648945869574
