STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	10879	1321.8038049197	0	3600.19256986182	0	1	0	1	1	2.3181740530813
2	15884	6454.81492685768	0	14313.6286786604	0	1	0	1	2	13.4567739642139
3	9174	2794.24831269476	0	7224.06310811292	0	1	0	1	3	3.92257810218989
4	9064	1938.66131393794	0	4960.6973413472	0	1	0	1	4	2.6613007744152
5	4444	2558.90124283953	0	9812.83375914423	0	1	0	1	5	2.58107024506944
1	13420	155.117542332579	0	313.430796613697	0	1	0	2	1	2.51558823152384
2	7931	739.678496247728	0	1167.60126410113	0	1	0	2	2	5.53819034799492
3	12331	435.241607991141	0	854.389478301754	0	1	0	2	3	6.30085609951405
4	5489	346.454233506295	0	620.378721068128	0	1	0	2	4	2.03655196426108
5	15543	99.1607856825517	0	268.415766537516	0	1	0	2	5	2.49510163849141
1	7414	54.4108598240494	0	165.293381161759	0	1	0	3	1	2.0886311175611
2	14509	168.251989842175	0	316.909696029829	0	1	0	3	2	7.83658243630759
3	7117	360.334671327268	0	510.998428718518	0	1	0	3	3	6.19826627530114
4	16181	172.320538434614	0	267.612985614988	0	1	0	3	4	7.3801678631487
5	31999	81.4912655778083	0	163.804619070848	0	1	0	3	5	8.93338907990644
1	3135	29.6325330239774	0	41.8069104123023	0	1	0	4	1	2.30360925201219
2	7843	66.8995389207319	0	39.6552838900134	0	1	0	4	2	5.46646376264654
3	3355	47.2181947121754	0	33.8196161904454	0	1	0	4	3	2
4	9020	35.1584085198673	0	31.1962934706447	0	1	0	4	4	4.94575649395417
5	4884	17.2186443942013	0	31.3664115081915	0	1	0	4	5	2.69254943889417
1	2761	10.2280602473818	0	7.60438554291027	0	1	0	5	1	3.40533882674914
2	12034	14.660357670519	0	8.27015305040212	0	1	0	5	2	16.1418515873329
3	7436	9.97323502537618	0	6.33735537825257	0	1	0	5	3	7.64323545817612
4	6666	5.56374421766194	0	3.9279036643077	0	1	0	5	4	4.24674254477983
5	8096	2.10840882376584	0	2.92182140177578	0	1	0	5	5	3.83666571646184
