STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	7436	23558.7755904931	0	20753.928156348	0	1	0	1	1	9.14691632211433
2	8250	16993.5827515517	0	14774.8039232602	0	1	0	1	2	7.22454816159677
3	5280	12033.4044859576	0	9197.33564769168	0	1	0	1	3	2.87826631079795
4	9042	7879.60347203632	0	7241.68272344085	0	1	0	1	4	3.88095861864687
5	19437	2307.02960248186	0	4860.28550021516	0	1	0	1	5	5.59920066059707
1	5104	12435.3611757178	0	11670.3602029215	0	1	0	2	1	6.21541137264226
2	10274	8877.4862753111	0	10243.028711865	0	1	0	2	2	10.9810255794976
3	5786	4538.95610092367	0	4745.98458064644	0	1	0	2	3	2.86536336509219
4	4598	1977.13997117329	0	4804.74435357825	0	1	0	2	4	2.30522968655376
5	28952	337.32929410121	0	2641.73528952731	0	1	0	2	5	7.98073370011559
1	18480	12436.0149679101	0	17257.3865555986	0	1	0	3	1	25.055481339293
2	8217	8793.22515893614	0	9741.55453211896	0	1	0	3	2	6.28879313662476
3	20504	2190.91088842353	0	6431.72524242432	0	1	0	3	3	10.360765231183
4	15455	411.696299472173	0	2696.49887977068	0	1	0	3	4	3.27412314521553
5	14564	529.636818897074	0	5246.17521097069	0	1	0	3	5	6.00273564133847
1	2233	773.756248940913	0	2522.47816627284	0	1	0	4	1	4.02437621568169
2	3586	907.08147439414	0	1347.50106887449	0	1	0	4	2	3.45240580612264
3	3784	407.226652541098	0	687.460128748344	0	1	0	4	3	2
4	18634	30.4004315163305	0	155.818865840087	0	1	0	4	4	2.07447671675964
1	1243	5795.33542322211	0	10557.1329703768	0	1	0	5	1	2.7818756890639
2	2090	3597.12732167972	0	6727.17796696356	0	1	0	5	2	2.98057326806452
3	4455	2021.5413398699	0	3921.5394915729	0	1	0	5	3	3.70360703327683
4	12287	608.214952812929	0	1922.11836172298	0	1	0	5	4	5.00664253463612
5	16918	50.714988783763	0	397.671515508921	0	1	0	5	5	2
