STRATO	N	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	COST	CENS	DOM1	X1	SOLUZ
1	667	172.757205598672	326.050921011938	1689.19343548127	0.189280913253402	274.021428359649	2500.47109669029	3674.79724355148	3305.7196142245	0.0302476147808897	0.00217210857634605	0.00000994473802622112	0.0000414854036109972	5.91362263278802	0.127874575501465	0.0000237131162773991	480.567384679194	922.247048722379	1726.121916154	1.26276393713082	552.702224413391	1220.87346153316	1719.07629592433	2961.14637351751	0.272239706115432	0.0291412999981549	0.0000744075232180775	0.000320813708093202	52.6970222605566	0.958450705002699	0.000126852951842041	1	0	1	1	5.72053429353843
10	474	1899.03961740896	532.563382874743	363.902017077009	324.050387249756	20.5023989863484	1089.27410372145	670.079627819489	24.78910437069	191.234312328425	7067.76295751659	39.3653969617617	1826.63643742903	3.56777336125444	116.699260987855	210.987859256597	2255.16271644154	714.284387973621	387.688031892788	263.764717741026	43.8911112828918	1225.66524382251	1364.34905564087	65.1024273293493	229.560116471257	17384.8508502326	123.297137760383	5996.95733293675	16.826704670603	629.980500518613	306.730622585914	1	0	1	10	31.7019325808983
2	3672	4440.61073155754	2704.89461703047	1298.20523391124	264.257169896953	1040.91786107067	1355.52898321564	581.025307773204	376.304309584885	25.6440936178952	1092.51688248308	19.6945364962159	2.14556329808422	395.279758083562	155.611111607476	12.9316931215123	4388.08163503563	9783.79722735725	1415.27970643985	339.636180244499	1359.78537204929	840.95414421464	813.871081154223	717.382816538498	54.3316799537193	4141.56715367252	37.8150757595481	7.25268124999659	1629.45053685069	944.257139949948	40.2427703812133	1	0	1	2	45.909761489294
3	1045	5019.99356115926	588.12631618689	932.391992586713	266.717426652326	776.743815174291	1426.35951943166	414.545374748789	98.9413338038411	59.4216455612754	1659.31641221192	31.15338382223	12.6642520598761	1018.27887474672	846.450753508528	16.129769664747	4803.65676681779	1554.64839166341	1391.52518667046	462.122536744174	1457.12798728707	959.208473117064	763.278354859993	324.253701588517	102.276490081493	17916.923376811	55.6722817127957	29.2839908581942	4595.06362353894	3610.56485558308	59.0034924128441	1	0	1	3	37.669318773498
4	5641	7550.82044696055	1772.5578509791	1345.07454613613	355.686015236508	1086.52860263012	1777.66233798319	568.071893354405	363.591132312163	103.666899742371	2573.72174996525	29.8873576927569	10.9983579098953	344.568592822314	195.832697062607	18.6141757648155	10723.1124666965	5523.86349568227	1686.79019189308	563.598045052589	1894.8398172253	1268.01272213315	986.335722300138	1281.3240884703	196.101831315405	13214.0106740817	51.9988898502457	39.1936639805511	1690.43621087567	793.804552137762	72.9341907108741	1	0	1	4	67.5031479734449
5	2195	7885.75156185543	633.913527407737	846.029355662359	390.08957292328	417.503783136981	1271.51462927767	99.1730131269767	18.2808420933366	260.152295380339	5723.20106948369	103.628412977555	33.8385763503395	269.103133159605	587.992957485342	78.6240270021324	14025.8493151162	1454.27101086243	1855.69332511083	467.615327438521	493.507577601409	1503.68192659601	306.879485380235	99.4796773132159	326.155646655411	13530.1033706187	123.763204071337	76.2029800729352	766.909411810654	1423.35954027092	135.772951172847	1	0	1	5	31.7049110564916
6	3598	5903.18404958223	1032.04049575523	315.320576984397	481.830371672627	534.180054367494	535.711004263806	7.05408885678023	0.926320660944582	357.727314619605	4048.92782454894	171.331963387564	13.2160658435776	47.6028248973228	98.0117083915072	331.816779755099	5922.6015346757	2466.65568832516	372.390457928725	546.720840982995	664.29685158199	377.164807497832	49.5097774550946	4.29804270649212	461.646672332882	11810.7201420145	164.877951390635	38.935902730033	184.952771442379	307.295215146976	435.545425498501	1	0	1	6	18.294067338356
7	1942	1370.8523698987	1024.4605164906	55.1200997429479	276.599667618203	31.411461034092	155.180547229798	0.0491669217644105	0.0206789944460196	444.202361343779	2733.80014849927	871.963456909032	4.86197007051052	5.70750042387523	14.3477805598689	1725.22865802011	1609.70658552818	2110.57935359198	102.130413020871	276.776585903848	104.410926347472	148.405340905488	0.517687610921218	0.126303067426543	497.108451444655	5168.84437894655	767.354046887192	26.0898494758471	28.0308894542605	49.0951103862589	894.903282013528	1	0	1	7	5.66801863761172
8	3237	2718.64955036023	388.507071733103	282.236585775501	222.946793693248	87.6260494235028	764.088898355322	171.031500068533	25.4048800847686	335.499646995456	2699.10219587691	228.906498365101	179.56195440401	11.6748577340814	131.187054819078	385.558703686771	2627.18747002735	678.782036214957	360.536252050371	266.588630603045	185.357379077298	734.310514255485	632.808487113405	144.45445817644	618.588610137852	7688.77367253421	602.878823073629	358.161883490684	43.1617198812835	388.45130921189	756.349182472836	1	0	1	8	19.7436157285087
9	868	2432.51706255886	698.992656242706	461.505399226	385.342632997193	42.9096802134236	1019.84840511679	322.312100168359	13.8900156453305	288.800276359338	4961.38212762487	96.0384364241536	1249.81217989039	3.01757061749865	56.4480475655895	315.216641157001	3194.56825255498	984.401225845108	426.819904172992	357.51205102967	281.932709135984	1109.10633486937	842.213157983492	58.0304037102623	453.494544722418	9863.92823986436	399.79945757246	1802.45618765347	9.5555507496616	121.917741784559	625.205868128525	1	0	1	9	17.5407314720206
