STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	5522	21647.1699463623	0	33379.2872134249	0	1	0	1	1	23.0331079762897
2	4202	14959.4385247932	0	21476.452296984	0	1	0	1	2	11.2771062567198
3	14025	8253.64074585551	0	13036.6351617081	0	1	0	1	3	22.8479618210051
4	14663	3479.74265544436	0	5926.28906614945	0	1	0	1	4	10.8588728670332
5	11033	873.13295653594	0	2854.61256819208	0	1	0	1	5	3.93568085794404
1	5104	8356.0262252194	0	9106.83509917299	0	1	0	2	1	14.3477422794798
2	3817	5066.31949263578	0	5717.53609318789	0	1	0	2	2	6.73653395990282
3	4158	1749.11183068353	0	2592.4627106453	0	1	0	2	3	3.327380230733
4	14410	548.120552493638	0	1383.95599795676	0	1	0	2	4	6.15590191911931
5	27225	93.9646779603399	0	929.743998176475	0	1	0	2	5	7.8133395936641
1	11231	5023.66818809252	0	8988.75536716019	0	1	0	3	1	40.9091710980576
2	12177	2570.95993886607	0	4670.8548751322	0	1	0	3	2	23.0483251190015
3	14861	641.925209557665	0	2662.81663534991	0	1	0	3	3	16.0358500747214
4	27621	123.974448814085	0	1056.74856481938	0	1	0	3	4	11.8280664613173
5	11330	32.2054859823463	0	373.786137055677	0	1	0	3	5	2
1	3520	18.7934825168039	0	16.8842068253374	0	1	0	4	1	11.0480943665687
2	1969	9.9406245833137	0	10.7771963304178	0	1	0	4	2	3.94471433982587
3	4994	4.03460899505166	0	5.44344816235774	0	1	0	4	3	5.05343492704253
4	3850	2.08831979990318	0	5.31949907452563	0	1	0	4	4	3.80711079002047
5	13904	0.330574594726476	0	1.43259689371021	0	1	0	4	5	3.70277917388454
1	3784	25.5089181802996	0	36.2217308475991	0	1	0	5	1	17.8642689698309
2	1958	12.9453541080042	0	18.7789349454482	0	1	0	5	2	4.79235042628344
3	14333	4.05576710777506	0	9.34692597543201	0	1	0	5	3	17.4610689072721
4	10978	0.915519863316875	0	5.65170910936702	0	1	0	5	4	8.08663701543151
5	5940	0.22605060305557	0	0.913070916093696	0	1	0	5	5	2
