STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	19536	92.4175611618997	0	1747.08160790359	0	1	0	1	1	4.95254259332608
2	6226	1054.41972493221	0	14017.3054470656	0	1	0	1	2	12.6634789934366
3	18458	536.183999007494	0	5820.46259605806	0	1	0	1	3	15.589117312039
4	2057	9099.48429526522	0	16133.8979895948	0	1	0	1	4	4.81562853595668
5	3168	31275.1190716765	0	28089.6549227658	0	1	0	1	5	12.9125185316596
1	29469	46.3632343350958	0	546.772367070269	0	1	0	2	1	2.76349012196549
2	17974	1075.87765762047	0	3884.91235990958	0	1	0	2	2	11.9760037447029
3	2134	4477.16814142416	0	10592.0801253706	0	1	0	2	3	3.87669498377722
4	2992	24151.990274153	0	14698.4229824371	0	1	0	2	4	7.54255160269415
5	2145	12884.9076534691	0	10587.9063070403	0	1	0	2	5	3.89514245829713
1	49181	102.543761788138	0	854.928162284281	0	1	0	3	1	7.25668438604733
2	9944	603.045640829401	0	2162.38626433604	0	1	0	3	2	3.71112554032932
3	8283	3328.33158610404	0	5222.79150646444	0	1	0	3	3	7.46623416774501
4	3971	12998.327046229	0	9784.7468669812	0	1	0	3	4	6.7059565972342
5	5841	19918.088954945	0	13560.2825788382	0	1	0	3	5	13.6699586946799
1	1408	1493.70220591315	0	10738.0346600294	0	1	0	4	1	3.35551995012119
2	7293	538.149964659535	0	3632.73274927791	0	1	0	4	2	5.8799283185592
3	12562	2474.30803323626	0	6971.56282500186	0	1	0	4	3	19.4366450403001
4	2486	12508.3041061891	0	12861.0282878562	0	1	0	4	4	7.09592778041806
5	4488	17284.4982757867	0	15476.1891076665	0	1	0	4	5	15.4152028879065
1	4510	348.91515731701	0	1762.33664672283	0	1	0	5	1	2
2	19833	823.455187413392	0	3166.84627650116	0	1	0	5	2	15.5794147129208
3	5181	3428.15060751234	0	4955.02653214323	0	1	0	5	3	6.36788659079491
4	2717	9270.84632112345	0	9875.45602631862	0	1	0	5	4	6.65552840885628
5	4752	15439.4995698807	0	14407.6907358977	0	1	0	5	5	16.9826927830199
