"SPECIES_CODE","SPECIES_NAME","COMMON_NAME","YEAR_ADDED"
71899,"Plicifusus sp. A (Clark and McLean)","",2006
71915,"Neptunea sp. D (Clark and McLean)","",2006
71916,"Neptunea sp. F (Clark and McLean)","",2006
71917,"Neptunea sp. G (Clark and McLean)","",2006
71925,"Colus sp. A (Clark and McLean)","",2006
71926,"Colus sp. B (Clark and McLean)","",2006
72024,"Antiplanes sp. A (Clark and McLean)","",2006
72026,"Rectiplanes sp. A (Clark and McLean)","",2006
72030,"Suavodrillia kennicotti","",2006
72058,"Turridae","turrid snails",2006
72064,"Epitonium sp.","",2006
72066,"Epitonium indianorum","",2006
72070,"Carinoturris fortis","",2006
72071,"Acirsa sp. A (McLean and Clark)","Aleutian wentletrap",2006
72081,"Epitoneum indianorum","money wentletrap",2006
72104,"Propebela nobilis","",2006
72105,"Propebela fidicula","",2006
72130,"Mangelia carlottae","",2006
72301,"Trichotropis sp. 1 (Clark and  McLean)","",2006
72302,"Trichotropis borealis","",2006
72307,"Trichotropis conica","",2006
72371,"Neoiphinoe permabilis","",2006
72382,"Torellia lineata","",2006
72386,"Scabrotrophon sp. A (Clark and McLean)","",2006
72387,"Scabrotrophon sp. B (Clark and McLean)","",2006
72388,"Scabrotrophon sp. C (Clark and McLean)","",2006
72389,"Scabrotrophon sp. D (Clark and McLean)","",2006
72390,"Scabrotrophon sp. E (Clark and McLean)","",2006
72393,"Scabrotrophon maltzani","",2006
72394,"Scabrotrophon clarki","",2006
72409,"Boreotrophon multicostatus","ribbed trophon",2006
81921,"Nearchaster pedicellaris","",1999
82511,"Strongylocentrotus sp.","",1999
82522,"Strongylocentrotus polyacanthus","",1999
83342,"Ophiacantha sp.","",1999
85269,"Pannychia sp.","",1999
91049,"Halichondria sp.","",1999
91088,"Isodictya rigida","soft finger sponge",1999
98220,"Botrylloides sp.","",1999
99998,"Polychaete tubes","",1999
72764,"Bathybuccinum ovulum","",1999
81316,"Pteraster jordani","",1999
50001,"Annelida","worm unid.",1999
81312,"Pteraster temnochiton","cushion sea star",1999
85209,"Psolidae","",1999
72515,"Tegula pulligo","",1999
82761,"Florometra acririma","",1999
92400,"Acoelida","acoel turbellarian",1999
75606,"Hinnites sp.","rock scallops unid.",1999
82771,"Florometra asperrima","common northern feather star",1999
69318,"Phyllolithodes papillosus","flatspine triangle crab",1999
109,"Eptatretus sp.","",1999
421,"Raja binoculata egg case","",1999
461,"Bathyraja trachura egg case","",1999
20908,"Dicrolene sp.","",1999
21598,"Pseudoscopelus sp.","",1999
22242,"Paraliparis rosaceus","rosy snailfish",1999
23943,"Benthodesmus sp.","",1999
43004,"Paraphelliactis pabista","",1999
43005,"Actinernus sp.","",1999
43006,"","purple striated sea anemone",1999
43007,"","red striated sea anemone",1999
43032,"Stomphia coccinea","swimming anemone",1999
43041,"Urticina coriacea","leathery anemone",1999
43100,"Actinostolidae","",1999
43200,"Hormathiidae","",1999
45005,"Beroe sp.","",1999
66865,"Acanthephyra curtirostris","peaked shrimp",1999
69013,"Paguristes turgidus","",1999
69341,"Neolithodes diomedeae","",1999
69326,"Paralithodes rathbuni","",1999
69560,"Stereomastis sculpta","deep-sea lobster",1999
69651,"Neotrypaea gigas","giant ghost shrimp",1999
70060,"Neomenia sp.","",1999
71728,"Colus tahwitanus","",1999
71734,"Colus trophius","",1999
71822,"Neptunea tabulata","tabled whelk",1999
71866,"Neptunea stilesi","",1999
78021,"Japetella heathi","yellowring octopus",1999
78040,"Grimpoteuthis albatrossi","",1999
78210,"Octopus californicus","North Pacific bigeye octopus",1999
79340,"Galiteuthis phyllura","",1999
79403,"Chiroteuthis sp.","",1999
79440,"Taoniinae","",1999
81066,"Solaster exiguus","",1999
82002,"Brisingella sp.","",1999
82672,"","large green heart urchin",1999
82673,"","oval heart urchin",1999
83339,"Amphiophiura sp.","",1999
85170,"Pentamera sp.","",1999
98071,"Pyrosoma atlanticum","",1999
98072,"Thetys vagina","common salp",1999
70111,"Lepidozona beringiana","",1999
80550,"Odontohenricia fisheri","",1999
22240,"Careproctus candidus","bigeye snailfish",1999
23865,"Anoplarchus purpurescens","high cockscomb",1999
24395,"Nalbantichthys elongatus","thinskin eelpout",1999
42012,"Halipteris willemoesi","",1999
20041,"Podothecus veternus","veteran poacher",1999
72781,"Buccinum sp. G (McLean and Clark)","",2005
72782,"Buccinum sp. H (McLean and Clark)","",2005
72783,"Buccinum sp. I (McLean and Clark)","",2005
72784,"Buccinum moarchianum","",2005
80012,"Evasterias retifera","",2005
80113,"Leptasterias stolocantha","",2005
80116,"Leptasterias truculenta","giant Aleutian six-rayed star",2005
80117,"Leptasterias leptodoma","",2005
80118,"Leptasterias sp. A (Clark)","",2005
80119,"Leptasterias sp. B (Clark)","",2005
80535,"Henricia lineata","lined blood star",2005
80536,"Henricia sp. B (Clark 2006)","white Henricia",2005
80537,"Henricia rhytisma","mottled Henricia",2005
80545,"Henricia aleutica","",2005
80552,"Odontohenricia sp. A (Clark)","",2005
80553,"Odontohenricia sp. B (Clark)","",2005
80554,"Odontohenricia ahearnae","",2005
80555,"Odontohenricia sp. D (Clark)","",2005
80591,"Leptasterias katharinae","",2005
80629,"Odontaster sp. B (Clark)","",2005
80634,"Hippasteria sp. B (Clark)","pale spiny star",2005
80635,"Hippasteria sp. C (Clark)","Bering spiny star",2005
80636,"Hippasteria sp. D (Clark)","Commander spiny star",2005
80637,"Hippasteria sp. E (Clark)","Alaskan spiny star",2005
80646,"Hippasteria leiopelta","",2005
81068,"Solaster spectabilis","beautiful sun star",2005
81069,"Solaster sp. D (Clark)","serpent sun star",2005
81070,"Solaster sp. E (Clark)","Kessler sun star",2005
81071,"Solaster sp. F (Clark)","Fisher sun star",2005
81072,"Solaster sp. G (Clark)","ocher sun star",2005
81093,"Crossaster sp. A (Clark)","white rose star",2005
29997,"Saccopharynx lavenbergi","",2005
74419,"Megayoldia thraciaeformis","broad Yoldia",1984
72745,"Buccinum sigmatopleura","wavy whelk",1992
64000,"Mysida","opossum shrimps",1988
42004,"Stylatula sp.","slender seawhips",1984
43110,"Actinostola sp.","",1999
22815,"Notacanthus chemnitzii","snubnosed spiny eel",2002
71780,"Beringius eyerdami","",2003
71511,"Naticidae egg","moonsnail egg unid.",2005
71747,"Pyrulofusus sp.","",2005
69087,"Pagurus beringanus","Bering hermit",2004
473,"Bathyraja aleutica egg case","Aleutian skate egg case",2004
474,"Bathyraja parmifera egg case","Alaska skate egg case",2004
486,"Bathyraja minispinosa egg case","whitebrow skate egg case",2004
72769,"Ancistrolepis eucosmius","three-ribbed whelk",2004
20130,"Rouleina attrita","softskin slickhead",2004
78005,"cephalopod egg","squid or octopus egg unid.",2004
66145,"Caridea","caridid shrimp unid.",2004
456,"Bathyraja taranetzi egg case","mud skate egg case",2004
24109,"Bothrocara sp. cf. brunneum group","",2004
71752,"Pyrulofusus sp. eggs","",2004
79021,"Rossia pacifica eggs","",2004
79199,"Gonatidae","",2004
79205,"Gonatus madokai","",2004
80620,"Pseudarchaster alascensis","",2004
21210,"Coryphaenoides sp.","",1984
21220,"Coryphaenoides acrolepis","Pacific grenadier",1984
21230,"Coryphaenoides pectoralis","giant grenadier",1984
21232,"Coryphaenoides cinereus","popeye grenadier",1984
21238,"Coryphaenoides filifer","filamented grenadier",1984
20110,"Alepocephalus sp.","",1984
20120,"Alepocephalus tenebrosus","California slickhead",1984
20122,"Bajacalifornia megalops","",1984
20150,"Talismania bifurcata","threadfin slickhead",1984
20202,"Ammodytes sp.","sand lance unid.",1984
20320,"Anarrhichthys ocellatus","wolf-eel",1984
20322,"Anarhichas orientalis","Bering wolffish",1984
20420,"Anoplogaster cornuta","fangtooth",1984
20510,"Anoplopoma fimbria","sablefish",1984
20542,"Aulorhynchus flavidus","tube-snout",1984
20571,"Argentinidae","argentine unid.",1984
20572,"Nansenia candida","bluethroat argentine",1984
20573,"Argentina sialis","Pacific argentine",1989
20575,"Atherinidae","silverside unid.",1995
20610,"Engraulis mordax","northern anchovy",1974
20614,"Bathylagidae","deepsea smelt unid.",1989
20615,"Bathylagus pacificus","Pacific blacksmelt",1984
20619,"Bathylagus sp.","blacksmelt unid.",1992
20620,"Bathylagus milleri","robust blacksmelt",1984
20622,"Leuroglossus schmidti","northern smoothtongue",1984
20624,"Bathylagus ochotensis","popeye blacksmelt",1984
20662,"Leuroglossus stilbius","California smoothtongue",1984
20700,"Bathymasteridae","ronquil unid.",1984
20702,"Ronquilus jordani","northern ronquil",1984
20712,"Bathymaster caeruleofasciatus","Alaskan ronquil",1984
20720,"Bathymaster signatus","searcher",1984
20722,"Bathymaster derjugini","bluecheek ronquil",1995
20731,"Rathbunella hypoplecta","smooth ronquil",1989
10281,"Pleuronichthys verticalis","hornyhead turbot",1984
10285,"Pleuronectes quadrituberculatus","Alaska plaice",1984
10290,"Pleuronichthys coenosus","C-O sole",1984
10291,"Pleuronichthys sp.","",1989
10295,"Pleuronichthys ritteri","spotted turbot",1989
10400,"Symphurus atricauda","California tonguefish",1984
20000,"Agonidae","poacher unid.",1984
20001,"Pallasina barbata","tubenose poacher",1984
20002,"Percis japonicus","dragon poacher",1984
20004,"Leptagonus sp.","",1989
20005,"Leptagonus leptorhynchus","longnose poacher",1984
20006,"Leptagonus frenatus","sawback poacher",1984
20015,"Agonopsis vulsa","northern spearnose poacher",1984
20018,"Odontopyxis trispinosa","pygmy poacher",1984
20020,"Xeneretmus latifrons","blacktip poacher",1984
20021,"Xeneretmus triacanthus","bluespotted poacher",1989
20022,"Xeneretmus leiops","smootheye poacher",1989
20023,"Xeneretmus sp.","",1989
20034,"Bathyagonus sp.","starsnout poacher unid.",1984
20035,"Bathyagonus alascanus","gray starsnout",1984
20036,"Bathyagonus infraspinatus","spinycheek starsnout",1984
20037,"Bathyagonus pentacanthus","bigeye poacher",1984
20038,"Bathyagonus nigripinnis","blackfin poacher",1989
20040,"Podothecus accipenserinus","sturgeon poacher",1984
20050,"Aspidophoroides monopterygius","Aleutian alligatorfish",1984
20051,"Ulcina olrikii","Arctic alligatorfish",1984
20055,"Anoplagonus inermis","smooth alligatorfish",1984
20060,"Chesnonia verrucosa","warty poacher",1984
20061,"Occella dodecaedron","Bering poacher",1984
20071,"Hypsagonus quadricornis","fourhorn poacher",1984
20100,"Alepocephalidae","slickhead unid.",1984
401,"","skate egg case unid.",1984
404,"Raja sp.","",1988
405,"Bathyraja sp.","",1984
406,"Bathyraja spinosissima","white skate",1984
410,"Bathyraja abyssicola","deepsea skate",1984
83345,"Ophiophthalmus cataleimmoidus","",2006
83346,"Ophiacantha sp. cf. rhachophora","",2006
83347,"Ophiacantha sp. A","",2006
441,"Raja rhina egg case","longnose skate egg case",2005
69096,"Pagurus stevensae","Stevens hermit crab",2005
70061,"Neomenia efgamatoi","",2005
70134,"Tonicella sp.","Tonicella chitons",2005
71259,"Archidoris sp.","Archidoris nudibranch",2005
97117,"Laqueus vancouverensis","Vancouver lampshell",2005
91093,"Amphilectus digitatus","",2005
83403,"Ophioscolex corynetes","",2006
83408,"Ophiosphalma sp. cf. jolliensis","",2006
83412,"Ophiosemnotes pachybactra","thick spined brittle star",2006
83413,"Ophiosemnotes brevispina","short spined brittle star",2006
83414,"Ophiosemnotes tylota","",2006
83415,"Ophiosemnotes paucispina","",2006
83416,"Ophiolebes sp. A (Clark 2006)","",2006
83417,"Ophiolebes sp. B (Clark 2006)","",2006
83418,"Ophiolebes sp. C (Clark 2006)","",2006
83419,"Ophiolebes sp. D (Clark 2006)","",2006
83420,"Ophiolebes sp. E (Clark 2006)","",2006
83421,"Ophiolebes sp. F (Clark 2006)","",2006
83501,"Astrophiura sp.","",2006
83701,"Amphiodia sp.","",2006
85081,"Chiridota albatrossii","",2006
85171,"Pentamera sp. A (Clark 2006)","",2006
85211,"Psolus phantapus","",2006
85212,"Psolus chitonoides","",2006
85213,"Psolus sp. A (Clark 2006)","",2006
85221,"Psolus peroni","",2006
85260,"Thyonidium sp.","",2006
85287,"Synallactes sp. A (Clark 2006)","",2006
85310,"Paelopatides confundens","swimming sea cucumber",2006
85411,"Scotoplanes sp.","",2006
92502,"Emplectonema sp.","",2006
92511,"Tubulanus polymorphus","orange ribbon worm",2006
92512,"Tubulanus sp. A (Clark 2006)","red ribbon worm",2006
92802,"Cerebratulus californienesis","light-edged ribbon worm",2006
94011,"Phascolosomatidae","",2006
95006,"Myriapora orientalis","",2006
95017,"Bugula pacifica","",2006
95036,"Alcyonidium pedunculatum","",2006
95045,"Idmidronea sp.","",2006
95071,"Hippoporina insculpta","",2006
95085,"Celleporina sp.","",2006
95090,"Tubulipora sp.","tubular bryozoan",2006
95105,"Dendrobeania sp.","",2006
98083,"Styela sp. A (Clark 2006)","Aleutian long-stalked tunicate",2006
98084,"Styela sp. B (Clark 2006)","hexagonal tunicate",2006
98204,"Halocynthia igaboja","bristly tunicate",2006
98207,"Pyura haustor","wrinkled tunicate",2006
98212,"Distaplia occidentalis","globular ascidian",2006
98213,"Distaplia smithi","paddle ascidian",2006
98214,"Distaplia sp. A (Clark 2006)","peach ascidian",2006
98219,"Aplidium californicum","california sea pork",2006
98225,"Botryllus schlosseri","golden star ascidian",2006
98303,"Amaroucium soldatovi","sand-grain imbedded ascidian",2006
98307,"Corella willmeriana","",2006
98321,"Trididemnum opacum","purple-gray ascidian",2006
98331,"Chelyosoma productum","disc-top tunicate",2006
99910,"","neon yellow ascidian",2006
62004,"Arcturus sp. 1 (Clark 2006)","spiky arcturid",2006
411,"Bathyraja abyssicola egg case","deepsea skate egg case",2006
476,"Bathyraja lindbergi egg case","Commander skate egg case",2006
477,"Bathyraja panthera","leopard skate",2006
481,"Bathyraja maculata egg case","whiteblotched skate egg case",2006
21436,"Ruscarius meanyi","Puget Sound sculpin",2006
22272,"Allocareproctus kallaion","combed snailfish",2006
22273,"Allocareproctus ungak","whiskered snailfish",2006
22281,"Paraliparis grandis","grand snailfish",2006
22274,"Allocareproctus unangas","goldeneye snailfish",2006
22282,"Paraliparis sp. cf. pectoralis (Orr and Baldwin)","rusty snailfish",2006
22275,"Careproctus faunus","mischievous snailfish",2006
22283,"Paraliparis penicillus","comet snailfish",2006
22276,"Paraliparis sp. cf. dactylosus (Orr and Baldwin)","bluntnose snailfish",2006
22277,"Paraliparis sp. cf. ulochir (Orr and Baldwin)","",2006
22278,"Paraliparis sp. cf. grandis (Orr and Baldwin)","surly snailfish",2006
22279,"Paraliparis adustus","brown snailfish",2006
22280,"Paraliparis bullacephalus","bubblehead snailfish",2006
22925,"Caulophryne pelagica","",2006
30051,"Sebastes aleutianus","rougheye rockfish",2006
30052,"Sebastes melanostictus","blackspotted rockfish",2006
40035,"Abietinaria greenei","bushy white hydroid",2006
40036,"Abietinaria sp. A (Clark 2006)","white tangled hydroid",2006
41104,"Alcyonium sp. A (Clark 2006)","pink orange mushroom coral",2006
41105,"Alcyonium sp. B (Clark 2006)","",2006
41541,"Bathypathes patula","",2006
41551,"Lillipathes lilliei","",2006
41552,"Lillipathes sp. A (Clark 2006)","",2006
41553,"Lillipathes sp. B (Clark 2006)","",2006
41576,"Alaskagorgia sp. 1 (Stone)","yellow sea fan",2006
41587,"Paragorgia nodosa","",2006
41595,"Cryogorgia koolsae","",2006
200,"Scyliorhinidae","cat shark unid.",1987
210,"Apristurus brunneus","brown cat shark",1984
211,"Parmaturus xaniurus","filetail cat shark",1984
212,"Apristurus kampae","longnose cat shark",1984
214,"Cephaloscyllium ventriosum","swell shark",1989
222,"Hexanchus griseus","sixgill shark",1984
232,"Lamna ditropis","salmon shark",1984
242,"Cetorhinus maximus","basking shark",1984
252,"Squatina californica","Pacific angel shark",1984
310,"Squalus suckleyi","spiny dogfish",1984
320,"Somniosus pacificus","Pacific sleeper shark",1984
332,"Galeorhinus galeus","soupfin shark",1984
340,"Mustelus henlei","brown smoothhound",1984
341,"Mustelus californicus","gray smoothhound",1984
351,"Prionace glauca","blue shark",1984
355,"Triakis semifasciata","leopard shark",1984
400,"Rajidae","skate unid.",2010
435,"Bathyraja interrupta","Bering skate",1984
440,"Raja rhina","longnose skate",1984
445,"Raja badia","roughshoulder skate",1984
450,"Raja stellulata","starry skate",1984
455,"Bathyraja taranetzi","mud skate",1992
460,"Bathyraja trachura","roughtail skate",1984
471,"Bathyraja parmifera","Alaska skate",1984
472,"Bathyraja aleutica","Aleutian skate",1984
475,"Bathyraja lindbergi","Commander skate",1984
480,"Bathyraja maculata","whiteblotched skate",1984
485,"Bathyraja minispinosa","whitebrow skate",1984
490,"Bathyraja smirnovi","golden skate",1984
495,"Bathyraja violacea","Okhotsk skate",1984
610,"Torpedo californica","Pacific electric ray",1984
710,"Hydrolagus colliei","spotted ratfish",1984
10001,"Pleuronectiformes","flatfish unid.",1989
10002,"Pleuronectiform larvae","flatfish larvae",1989
10003,"Bothidae","lefteye flounder unid.",2010
10008,"Citharichthys sp.","sanddab unid.",1984
10009,"Citharichthys xanthostigma","longfin sanddab",1984
10010,"Citharichthys sordidus","Pacific sanddab",1984
10020,"Citharichthys stigmaeus","speckled sanddab",1984
10041,"Hippoglossina stomata","bigmouth sole",1984
10050,"Paralichthys californicus","California halibut",1984
10060,"Xystreurys liolepis","fantail sole",1989
10100,"Pleuronectidae","righteye flounder unid.",1984
10110,"Atheresthes stomias","arrowtooth flounder",1984
10112,"Atheresthes evermanni","Kamchatka flounder",1984
81100,"Heterozonias alternatus","cannonball sun star",1984
81120,"Lophaster sp.","",1984
81130,"Lophaster furcilliger","crested sea star",1984
81310,"Pteraster sp.","",1984
81315,"Pteraster tesselatus","",1984
81320,"Pteraster militaris","wrinkled star",1984
81340,"Pteraster tesselatus arcuatus","",1984
81355,"Pteraster obscurus","obscure sea star",1984
81360,"Diplopteraster multipes","pincushion sea star",1984
81370,"Thrissacanthias penicillatus","",1989
81741,"Asterias sp.","",1984
81742,"Asterias amurensis","purple-orange sea star",1984
81779,"Ctenodiscus sp.","",1984
81780,"Ctenodiscus crispatus","common mud star",1984
81820,"Leptychaster sp.","",1984
81830,"Leptychaster pacificus","",1984
81835,"Leptychaster arcticus","North Pacific sea star",1995
81840,"Cladaster validus","",1995
81850,"Dipsacaster sp.","",1984
81870,"Dipsacaster borealis","northern sea star",1984
81880,"Psilaster pectinatus","",1984
81910,"Cheiraster dawsoni","fragile sea star",1984
82000,"Brisingella pusilla","",1984
82060,"Zoroaster ophiurus","",1984
82090,"Myxoderma platyacanthum","",1995
82500,"Echinacea","sea urchin unid.",2010
82510,"Strongylocentrotus droebachiensis","green sea urchin",1984
82515,"Strongylocentrotus echinoides","",1984
82520,"Strongylocentrotus franciscanus","red sea urchin",1984
82525,"Strongylocentrotus purpuratus","purple sea urchin",1984
82526,"Strongylocentrotus pallidus","white sea urchin",1984
82530,"Allocentrotus fragilis","orange-pink sea urchin",1984
82535,"Allocentrotus sp.","",1984
82650,"","heart urchin unid.",1984
82660,"Brisaster sp.","",1984
82670,"Brisaster townsendi","",1984
82675,"Brisaster latifrons","heart urchin",1989
82730,"","sand dollar unid.",1984
82740,"Echinarachnius parma","parma sand dollar",1984
82750,"","crinoid unid.",1984
82755,"Heliometra glacialis","",1995
83000,"Ophiuroidea","brittlestar unid.",2010
83020,"Gorgonocephalus eucnemis","basketstar",1984
83060,"Asteronyx sp.","",1984
83070,"Asteronyx loveni","serpent sea star",1984
83310,"Ophiura sp.","",1984
83320,"Ophiura sarsii","notched brittlestar",1984
83340,"Stegophiura ponderosa","",1984
83360,"Ophiopholis sp.","",1984
83390,"Ophiopholis longispina","",1984
83400,"Ophiopholis aculeata","ubiquitous brittle star",1984
83405,"Ophiothrix sp.","",1984
83406,"Ophiothrix spiculata","",1984
83660,"Amphiuridae","burrowing brittle star unid.",2010
83700,"Amphiodia rossica","",1984
85000,"Holothuroidea","sea cucumber unid.",2010
85010,"Cucumaria japonica","",1984
85015,"Parastichopus sp.","",1984
85020,"Apostichopus californicus","California sea cucumber",1984
85060,"Pseudostichopus sp.","",1984
85070,"Pseudostichopus mollis","sandy sea cucumber",1984
85110,"Molpadia arenicola","",1984
85115,"Molpadia sp.","",1984
85120,"Molpadia intermedia","sweet sea potato",1984
85169,"Pentamera lissoplaca","crescent sea cucumber",1989
85180,"Bathyplotes sp.","",1989
85200,"Cucumaria sp.","",1984
85201,"Cucumaria fallax","sea football",1989
85205,"Apostichopus japonicus","",1984
85210,"Psolus sp.","",1984
99997,"","unsorted catch and debris",2004
85219,"Psolus fabricii","brownscaled sea cucumber",1984
85222,"Psolus japonicus","",1995
85270,"Pannychia moseleyi","deep sea papillate cucumber",1984
85410,"Scotoplanes theeli","",1984
91000,"Porifera","sponge unid.",1984
91010,"Demospongiae","",1984
91015,"Suberites sp.","",1984
91016,"Suberites ficus","",1984
91020,"Suberites domuncula","hermit sponge",1984
91030,"Aphrocallistes vastus","clay pipe sponge",1984
91040,"Mycale loveni","tree sponge",1984
91050,"Halichondria panicea","barrel sponge",1984
91056,"","funnel sponge",1995
91060,"Myxilla parasitica","scallop sponge",1984
91700,"Hexactinellida","glass sponge unid.",1984
92000,"Platyhelminthes","flatworm unid.",1990
92021,"Polycladida","polyclad flatworm unid.",1984
92500,"Nemertea","nemertean worm unid.",1984
93100,"Priapulida","priapulid worm unid.",1984
93500,"Nematoda","nematode worm unid.",1984
94000,"Sipuncula","peanut worm unid.",1984
94500,"Echiura","echiuroid worm unid.",1984
21849,"Opostomias mitsuii","pitgum lanternfish",2008
20105,"Asquamiceps caeruleus","caerulean slickhead",2008
78454,"Sasakiopus salebrosus","pygmy benthoctopus",2008
78455,"Benthoctopus oregonensis","",2008
71583,"Lamellariidae","lamellarid unid.",2008
20181,"Maulisia argipalla","pitted tubeshoulder",2008
22258,"Careproctus lerikimae","dusty snailfish",2008
69050,"Pagurus townsendi","Townsend hermit crab",2008
66550,"Crangon nigricauda","blacktail bay shrimp",2008
43080,"Actiniidae","actinid sea anemones unid.",2008
50050,"Ampharetidae","",2008
55900,"Phyllodocidae","",2008
58501,"Sternaspis sp.","",2008
58502,"Brada sachalina","",2008
58503,"Brada granulata","",2008
58504,"Stylaroides plumosa","",2008
62012,"Idoteidae","",2008
71009,"Opisthobranchia","",2008
72308,"Trichotropis sp.","",2008
80030,"Urasterias lincki","",2008
83010,"Ophiuridae","",2008
85012,"Ocnus sp.","",2008
91121,"Vulcanella sp.","",2008
93101,"Priapulus sp.","",2008
93150,"Chaetognatha","arrow worm unid.",2008
94501,"Bonelliopsis alaskana","",2008
95038,"Alcyonidium sp.","",2008
95072,"Hippodiplosia sp.","",2008
95095,"Membranipora sp.","",2008
98085,"Dendrodoa aggregata","",2008
98325,"Didemnidae","",2008
91085,"Leucandra sp. A (Clark 2006)","hairy vase sponge",2008
91105,"Stelletta sp.","stone sponge",2008
72539,"Margarites beringensis","",2008
44114,"Arthrogorgia otsukai","",2006
44115,"Arthrogorgia kinoshitai","",2006
50005,"Eunice valens","iridescent tubeworm",2006
50013,"Chaetopterus sp.","parchment tubeworms",2006
50021,"Spinther sp. A (Clark 2006)","pink sponge worm",2006
50201,"Halosydna brevisetosa","eighteen-scaled worm",2006
50205,"Euphrosine multibranchiata","porcupine worm",2006
50215,"Nothria conchylega","gravel tube worm",2006
50221,"Travisia pupa","pupa utility worm",2006
50301,"Arctonoe vittata","red-banded commensal scale worm",2006
56313,"Eunoe senta","thorny scaleworm",2006
56321,"Gattyana ciliata","ciliated scale worm",2006
57411,"Serpula columbiana","red trumpet calcareous tubeworm",2006
57412,"Serpula sp.","",2006
58001,"Cistenides granulata","tusk coneworm",2006
60101,"Iphinoe sp.","",2006
60105,"Eusirus cuspidatus","speckled amphipod",2006
60106,"Epimeria sp.","armored amphipod",2006
60107,"Stegocephalus inflatus","smooth northern amphipod",2006
60113,"","red-spotted amphipod",2006
60116,"Paramphithoe polyacantha","bladed amphipod",2006
60117,"Paramphithoe sp.","",2006
60121,"Uschakoviella echinophora","fuzzy pink amphipod",2006
60122,"Uschakoviella sp. 1 (Clark 2006)","fuzzy yellow amphipod",2006
62002,"Arcturus sp. 2 (Clark 2006)","spiny arcturid",2006
62015,"Gnorimosphaeroma sp.","pill bug isopod",2006
62021,"Synidotea sp.","gravel isopod",2006
62025,"Rocinela angustata","sea cockroach",2006
62050,"Anuropus bathypelagica","giant isopod",2006
63100,"Diastylis sp.","",2006
63101,"Diastylis alaskensis","Alaskan cumacean",2006
64100,"Mysidae","",2006
65211,"Hamatoscalpellum columbianum","Columbian barnacle",2006
66061,"Pandalopsis longirostris","northern longbeak",2006
66062,"Pandalopsis sp. cf. lamelligera","",2006
66304,"Heptacarpus stylus","stiletto coastal shrimp",2006
66534,"Metacrangon munita","coastal spinyhead",2006
66618,"Paracrangon sp.","",2006
66761,"Parapasiphae sulcatifrons","grooved-back shrimp",2006
21721,"Gadus macrocephalus (juvenile)","Pacific cod (juvenile)",2015
21722,"Gadus macrocephalus (adult)","Pacific cod (adult)",2015
21736,"Eleginus gracilis (juvenile)","saffron cod (juvenile)",1984
21737,"Eleginus gracilis (adult)","saffron cod (adult)",2015
21741,"Gadus chalcogrammus (juvenile)","walleye pollock (juvenile)",1984
21742,"Gadus chalcogrammus (adult)","walleye pollock (adult)",2015
21744,"Gadus chalcogrammus larva","walleye pollock larva",2009
22501,"Merluccius productus (juvenile)","Pacific hake (juvenile)",1984
22502,"Merluccius productus (adult)","Pacific hake (adult)",2015
20007,"Leptagonus decagonus","Atlantic poacher",2006
23711,"Holtbyrnia sp.","",2006
23712,"Holtbyrnia innesi","lanternjaw tubeshoulder",2006
22284,"Paraliparis holomelas","ebony snailfish",2006
446,"Raja badia egg case","",2006
22270,"Allocareproctus sp.","",2006
40034,"Abietinaria sp.","",2006
44048,"Stylaster repandus","undulate hydrocoral",2006
62005,"Arcturus sp.","",2006
69041,"Pagurus armatus","blackeyed hermit",2007
69097,"Pagurus setosus","setose hermit",2007
69098,"Pagurus undosus","Priblof hermit",2007
69912,"Colossendeis microsetosa","",2005
71524,"Cryptonatica sp.","",2007
80560,"Henricia sp. D (Clark 2006)","fuzzy henricia",2006
91018,"Pseudosuberites montiniger","peach sponge",2006
91036,"Heterochone tenera","crusty tube sponge",2006
91038,"Phakellia sp.","",2006
91042,"Mycale adhaerens","smooth scallop sponge",2006
91044,"Geodiidae","",2006
91062,"Crella brunnea","soft brown sponge",2006
91063,"Echinoclathria beringensis","hat sponge",2006
91074,"Polymastia sp.","",2006
91082,"Polymastia sp. B (Clark 2006)","orange nipple ball sponge",2006
91101,"Phorbas paucistylifer","",2006
91110,"Polymastia fluegeli","Flugel nippled sponge",2006
91111,"Polymastia robusta","long nippled sponge",2006
91113,"Polymastia sp. A (Clark 2006)","prolific nipple sponge",2006
91210,"Oscarella lobularis","stalked ball sponge",2006
91212,"Stylocordyla eous","",2006
91213,"Stylocordyla sp.","lollypop sponge",2006
91215,"Plakina tanaga","white convoluted sponge",2006
91226,"Latrunculia oparinae","green papillate sponge",2006
91230,"Axinella sp.","firm gray sponge",2006
91250,"Chondrocladia gigantea","carnivorous cattail sponge",2006
91251,"Asbestopluma sp. A (Clark 2006)","fuzzy sponge",2006
91255,"Cornulum clathriata","lattice sponge",2006
91257,"Isodictya palmata","prickly pear sponge",2006
91260,"Chondrocladia concrescens","lobed tree sponge",2006
91710,"Aulosaccus schulzei","vase sponge",2006
91721,"Farrea beringiana","Bering lace sponge",2006
91725,"Regadrella okinoseana","lacy basket sponge",2006
92505,"Emplectonema sp. (Clark 2006)","black specked ribbon worm",2006
99981,"Craniella craniana","baseball sponge",2006
99982,"Craniella spinosa","furry ball sponge",2006
99983,"Craniella sputnika","spiky ball sponge",2006
99985,"Craniella sigmoancoratum","spiny ball sponge",2006
80597,"Aleutihenricia beringiana","Bering Henricia",2007
