"SPECIES_CODE","KINGDOM_TAXON","SUBKINGDOM_TAXON","PHYLUM_TAXON","SUBPHYLUM_TAXON","SUPERCLASS_TAXON","CLASS_TAXON","SUBCLASS_TAXON","INFRACLASS_TAXON","DIVISION_TAXON","SUBDIVISION_TAXON","SUPERORDER_TAXON","ORDER_TAXON","SUBORDER_TAXON","INFRAORDER_TAXON","SUPERFAMILY_TAXON","FAMILY_TAXON","SUBFAMILY_TAXON","TRIBE_TAXON","SUBTRIBE_TAXON","GENUS_TAXON","SUBGENUS_TAXON","SECTION_TAXON","SUBSECTION_TAXON","SPECIES_TAXON","SUBSPECIES_TAXON","REPORT_NAME_SCIENTIFIC"
72388,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","sp. C (Clark and McLean)","","Scabrotrophon sp. C (Clark and McLean)"
72389,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","sp. D (Clark and McLean)","","Scabrotrophon sp. D (Clark and McLean)"
72390,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","sp. E (Clark and McLean)","","Scabrotrophon sp. E (Clark and McLean)"
72393,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","maltzani","","Scabrotrophon maltzani"
72394,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","clarki","","Scabrotrophon clarki"
72395,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Nipponotrophon","","","","scitulus","","Nipponotrophon scitulus"
72396,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","rossicus","","Scabrotrophon rossicus"
72397,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","densicostatus","","Scabrotrophon densicostatus"
72398,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","scarlatoi","","Scabrotrophon scarlatoi"
72399,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Scabrotrophon","","","","","","Scabrotrophon sp."
72401,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","beringi","","Boreotrophon beringi"
72402,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","alaskanus","","Boreotrophon alaskanus"
72403,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","coronatus","","Boreotrophon coronatus"
72404,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","rotundatus","","Boreotrophon rotundatus"
72405,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","elegantulus","","Boreotrophon elegantulus"
72406,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","clathratus","","Boreotrophon clathratus"
72407,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","stuarti","","Boreotrophon stuarti"
72408,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","kamchatkanus","","Boreotrophon kamchatkanus"
72409,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","multicostatus","","Boreotrophon multicostatus"
72410,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","rotundus","","Boreotrophon rotundus"
72420,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","","","Boreotrophon sp."
72421,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Boreotrophon","","","","pacificus","","Boreotrophon pacificus"
72423,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Ceratostoma","","","","foliatum","","Ceratostoma foliatum"
72436,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Muricidae","","","","Nipponotrophon","","","","sp. A (Clark and McLean)","","Nipponotrophon sp. A (Clark and McLean)"
72500,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Ranellidae","","","","Fusitriton","","","","oregonensis","","Fusitriton oregonensis"
72501,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Ranellidae","","","","Fusitriton","","","","","","Fusitriton sp."
72510,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","","","","","","","Trochidae unid."
72511,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","","","","Calliostoma","","","","","","Calliostoma sp."
72512,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","","","","Calliostoma","","","","platinum","","Calliostoma platinum"
72513,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","","","","Calliostoma","","","","titanium","","Calliostoma titanium"
72514,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","","","","Calliostoma","","","","variegatum","","Calliostoma variegatum"
72515,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Tegula","","","","pulligo","","Tegula pulligo"
72516,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","","","","Calliostoma","","","","canaliculatum","","Calliostoma canaliculatum"
72520,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Bathybembix","","","","bairdii","","Bathybembix bairdii"
72521,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Calliotropis","","","","carlotta","","Calliotropis carlotta"
72525,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Cidarina","","","","cidaris","","Cidarina cidaris"
72527,"Animalia","","Mollusca","","","Gastropoda","","","","","","","","","","Littorinidae","","","","Lacuna","","","","crassior","","Lacuna crassior"
72531,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","","","Margarites sp."
72532,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","pupillus","","Margarites pupillus"
72533,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","giganteus","","Margarites giganteus"
72534,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","argentatus","","Margarites argentatus"
72535,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","costalis","","Margarites costalis"
72536,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","sp. A (Clark and McLean)","","Margarites sp. A (Clark and McLean)"
72537,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","sp. B (Clark and McLean)","","Margarites sp. B (Clark and McLean)"
72538,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","sp. C (Clark and McLean)","","Margarites sp. C (Clark and McLean)"
72539,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Margarites","","","","beringensis","","Margarites beringensis"
72540,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Solariella","","","","","","Solariella sp."
72541,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Solariella","","","","obscura","","Solariella obscura"
72542,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Solariella","","","","micraulax","","Solariella micraulax"
72543,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Solariella","","","","varicosa","","Solariella varicosa"
72544,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Solariella","","","","nuda","","Solariella nuda"
72545,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Solariella","","","","peramabilis","","Solariella peramabilis"
72546,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Trochidae","","","","Solariella","","","","sp. A (Clark & McLean)","","Solariella sp. A (Clark & McLean)"
72551,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","Calliostomatinae","","","Otukaia","","","","kiheiziebisu","","Otukaia kiheiziebisu"
72554,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","","","","Calliostoma","","","","ligatum","","Calliostoma ligatum"
72555,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Archaeogastropoda","","","","Calliostomatidae","","","","Calliostoma","","","","annulatum","","Calliostoma annulatum"
72571,"Animalia","","Mollusca","","","Gastropoda","Vetigastropoda","","","","","","","","Seguenzioidea","Seguenziidae","","","","Oligineria","","","","conica","","Oligineria conica"
72731,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Columbellidae","","","","Amphissa","","","","","","Amphissa sp."
72736,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","normale","","Buccinum normale"
72737,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","obsoletum","","Buccinum obsoletum"
72738,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","bulimuloideum","","Buccinum bulimuloideum"
72739,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","picturatum","","Buccinum picturatum"
72740,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","","","Buccinum sp."
72741,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","polium","","Buccinum polium"
72742,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","ochotense","","Buccinum ochotense"
72743,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","angulosum","","Buccinum angulosum"
72744,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","fringillum","","Buccinum fringillum"
72745,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sigmatopleura","","Buccinum sigmatopleura"
72746,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","simulatum","","Buccinum simulatum"
72747,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","oedematum","","Buccinum oedematum"
72748,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","eugrammatum","","Buccinum eugrammatum"
72749,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","viridum","","Buccinum viridum"
72750,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","strigillatum","","Buccinum strigillatum"
72751,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","plectrum","","Buccinum plectrum"
72752,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","scalariforme","","Buccinum scalariforme"
72753,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","aleuticum","","Buccinum aleuticum"
72754,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","cnismatum","","Buccinum cnismatum"
72755,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","polare","","Buccinum polare"
72756,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","solenum","","Buccinum solenum"
72757,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","ciliatum","","Buccinum ciliatum"
72758,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","glaciale","","Buccinum glaciale"
72759,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","tenellum","","Buccinum tenellum"
72760,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","castaneum","","Buccinum castaneum"
72761,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Searlesia","","","","dira","","Searlesia dira"
72762,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Bathybuccinum","","","","clarki","","Bathybuccinum clarki"
72763,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Bathybuccinum","","","","","","Bathybuccinum sp."
72764,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Bathybuccinum","","","","ovulum","","Bathybuccinum ovulum"
72765,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. A (McLean and Clark)","","Buccinum sp. A (McLean and Clark)"
72766,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","ectomycina","","Buccinum ectomycina"
72767,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Retifusus","","","","","","Retifusus sp."
72768,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Ancistrolepis","","","","bicinctus","","Ancistrolepis bicinctus"
72769,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Ancistrolepis","","","","eucosmius","","Ancistrolepis eucosmius"
72770,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Columbellidae","","","","Columbella","","","","","","Columbella sp."
72773,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","costatum","","Buccinum costatum"
72775,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. B (McLean and Clark)","","Buccinum sp. B (McLean and Clark)"
72776,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. C (McLean and Clark)","","Buccinum sp. C (McLean and Clark)"
72777,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. D (McLean and Clark)","","Buccinum sp. D (McLean and Clark)"
72778,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","triplostephanum","","Buccinum triplostephanum"
72779,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. E (McLean and Clark)","","Buccinum sp. E (McLean and Clark)"
72780,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. F (McLean and Clark)","","Buccinum sp. F (McLean and Clark)"
72781,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. G (McLean and Clark)","","Buccinum sp. G (McLean and Clark)"
72782,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. H (McLean and Clark)","","Buccinum sp. H (McLean and Clark)"
72783,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","sp. I (McLean and Clark)","","Buccinum sp. I (McLean and Clark)"
72784,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","moarchianum","","Buccinum moarchianum"
72785,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","transliratum","","Buccinum transliratum"
72786,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Buccinum","","","","rondinum","","Buccinum rondinum"
72787,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutomitridae","","","","Volutomitra","","","","","","Volutomitra sp."
72788,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutomitridae","","","","Volutomitra","","","","sp. B (Clark & McLean)","","Volutomitra sp. B (Clark & McLean)"
72789,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutidae","","","","Arctomelon","","","","","","Arctomelon sp."
72790,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutidae","","","","Arctomelon","","","","stearnsii","","Arctomelon stearnsii"
72791,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutidae","","","","Arctomelon","","","","borealis","","Arctomelon borealis"
72792,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutidae","","","","Arctomelon","","","","tamikoae","","Arctomelon tamikoae"
72794,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutidae","","","","Arctomelon","","","","sp. cf. stearnsii (Clark and McLean)","","Arctomelon sp. cf. stearnsii (Clark and McLean)"
72795,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutomitridae","","","","Volutomitra","","","","alaskana","","Volutomitra alaskana"
72796,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Volutomitridae","","","","Volutomitra","","","","sp. A (Clark & McLean)","","Volutomitra sp. A (Clark & McLean)"
72797,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Olividae","","","","Olivella","","","","beatica","","Olivella beatica"
72800,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Velutinidae","","","","Velutina","","","","undata","","Velutina undata"
72801,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Velutinidae","","","","Velutina","","","","nana","","Velutina nana"
72802,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Velutinidae","","","","Velutina","","","","plicatilis","","Velutina plicatilis"
72803,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Velutinidae","","","","Limneria","","","","prolongata","","Limneria prolongata"
71587,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Onchidiopsis","","","","sp. A (Clark and McLean)","","Onchidiopsis sp. A (Clark and McLean)"
71588,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Onchidiopsis","","","","brevipes","","Onchidiopsis brevipes"
71589,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Onchidiopsis","","","","sp. B (Clark and McLean)","","Onchidiopsis sp. B (Clark and McLean)"
71590,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Onchidiopsis","","","","","","Onchidiopsis sp."
71591,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Lamellaria","","","","sp. A (Clark and McLean)","","Lamellaria sp. A (Clark and McLean)"
71592,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Lamellaria","","","","sp. B (Clark and McLean)","","Lamellaria sp. B (Clark and McLean)"
71593,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Lamellaria","","","","sp. C (Clark and McLean)","","Lamellaria sp. C (Clark and McLean)"
71594,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Lamellaria","","","","sp. D  (Clark and McLean)","","Lamellaria sp. D  (Clark and McLean)"
71595,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Lamellaria","","","","sp. E (Clark and McLean)","","Lamellaria sp. E (Clark and McLean)"
71596,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Lamellaria","","","","sp. F (McLean and Clark)","","Lamellaria sp. F (McLean and Clark)"
71597,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Onchidiopsis","","","","carnea","","Onchidiopsis carnea"
71598,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Lamellariidae","","","","Onchidiopsis","","","","maculata","","Onchidiopsis maculata"
71631,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Turritellidae","","","","Tachyrhynchus","","","","","","Tachyrhynchus sp."
71634,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Turritellidae","","","","Tachyrhynchus","","","","erosus","","Tachyrhynchus erosus"
71635,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Turritellidae","","","","Tachyrhynchus","","","","reticulatus","","Tachyrhynchus reticulatus"
71636,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Turritellidae","","","","Turritella","","","","","","Turritella sp."
71639,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Calyptraeidae","","","","","","","","","","Calyptraeidae unid."
71640,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Calyptraeidae","","","","Crepidula","","","","","","Crepidula sp."
71681,"Animalia","","Mollusca","","","Gastropoda","","","","","","Neotaenioglossa","","","","Calyptraeidae","","","","Grandicrepidula","","","","grandis","","Grandicrepidula grandis"
71700,"Animalia","","Mollusca","","","Gastropoda","","","","","","","","","","","","","","","","","","","","Gastropoda unid."
71702,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Sulcosinus","","","","sp. A  (McLean & Clark)","","Sulcosinus sp. A  (McLean & Clark)"
71710,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","","","Colus sp."
71713,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","capponius","","Colus capponius"
71714,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","acosmius","","Colus acosmius"
71715,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","calathus","","Colus calathus"
71716,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","martensi","","Colus martensi"
71718,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","periscelidus","","Colus periscelidus"
71719,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","jordani","","Colus jordani"
71720,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","sabini","","Colus sabini"
71721,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","herendeenii","","Colus herendeenii"
71722,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","hypolispus","","Colus hypolispus"
71723,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","ombronius","","Colus ombronius"
71724,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","roseus","","Colus roseus"
71725,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","esychus","","Colus esychus"
71726,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","spitzbergensis","","Colus spitzbergensis"
71727,"Animalia","","Mollusca","","","Gastropoda","Prosobranchia","","","","","Neogastropoda","","","","Buccinidae","","","","Colus","","","","georgianus","","Colus georgianus"
