STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	11308	27.4989326780549	0	22.3508542102134	0	1	0	1	1	6.02717689581122
2	8910	37.1482219201716	0	25.3263462250537	0	1	0	1	2	5.38126347321772
3	4026	39.7354141356936	0	33.0855058385744	0	1	0	1	3	3.1764758798899
4	6710	45.2411279831207	0	38.4064192667407	0	1	0	1	4	6.14554426686536
5	18491	31.1366194802766	0	30.089521173521	0	1	0	1	5	13.2681290754766
1	6160	248.031974894155	0	182.193494169059	0	1	0	2	1	2.13092946714902
2	14135	80.4049139342894	0	79.5364953504591	0	1	0	2	2	2.13460617418741
3	34419	30.0958302805613	0	29.7136329328491	0	1	0	2	3	2
1	5390	7189.95606450008	0	9337.47463258238	0	1	0	3	1	4.04166506460626
2	10197	3651.76165102103	0	4642.14653759342	0	1	0	3	2	3.8013108494366
3	33594	1375.64973186184	0	1615.55905564074	0	1	0	3	3	4.35839588757472
4	28039	645.686509563337	0	889.991430555779	0	1	0	3	4	2.0039665398898
1	3410	15287.1397926711	0.000000000000001	17790.4790556847	0	1	0	4	1	2.08717339046679
2	24827	2430.71271398018	0.000000000000001	3914.426175395	0	1	0	4	2	3.34355797982025
1	7304	7137.83804089818	0	13908.962001979	0	1	0	5	1	3.91366019771118
2	14058	3971.6759446756	0	8169.73981698914	0	1	0	5	2	4.42445105335158
3	15631	1138.48671115824	0	3364.13671132396	0	1	0	5	3	2.02576017821954
