STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	9449	570.003567701307	0	2780.75582810987	0	1	0	1	1	2
2	5676	5649.60665006272	0	23321.2347091361	0	1	0	1	2	2.53084580136073
3	11638	10520.2331989915	0	27374.8070853602	0	1	0	1	3	6.09117643049632
4	17952	4617.86760031239	0	11125.9905088726	0	1	0	1	4	3.81876807787199
5	4730	6431.8527853427	0	21161.5486186733	0	1	0	1	5	2
1	9944	609.291989974848	0	2590.00856868691	0	1	0	2	1	2
2	5434	9207.64694590318	0	14351.5329858814	0	1	0	2	2	2
3	7898	14725.5377637942	0	33587.5156411356	0	1	0	2	3	5.69852556010989
4	11484	7894.89149315999	0	27689.9491196976	0	1	0	2	4	6.83097712586916
5	19954	636.911836583749	0	4075.42548389962	0	1	0	2	5	2
1	16940	514.761468271706	0	1892.78062136431	0	1	0	3	1	2.2645740071515
2	29425	2178.86061030614	0	5381.21755928322	0	1	0	3	2	11.1832968611391
3	8019	1093.22360895518	0	4937.60753719278	0	1	0	3	3	2.79646644169306
4	18491	733.584111309555	0	3335.75149149804	0	1	0	3	4	4.35639166781744
5	4345	1571.99447178576	0	7341.50166267442	0	1	0	3	5	2.25292904234898
1	9900	73.7357567354156	0	72.7221946014641	0	1	0	4	1	2.97477717176802
2	12584	113.960788614292	0	133.941276874202	0	1	0	4	2	6.96442736641793
3	3223	62.2340642534663	0	152.624167849976	0	1	0	4	3	2.03252494129102
4	2530	117.245176554101	0	268.520883969022	0	1	0	4	4	2.80705458835353
1	3201	21.6926243973507	0	20.217423223601	0	1	0	5	1	2.02380926259667
2	7216	32.6814708662461	0	26.8959055858378	0	1	0	5	2	6.06933065973055
3	8140	22.2977920910287	0	18.5908262589214	0	1	0	5	3	4.7323973189498
4	7183	12.5818823702176	0	15.7622469905985	0	1	0	5	4	3.5406426584131
5	11253	3.11954207490323	0	7.66660956194345	0	1	0	5	5	2.69792435038924
