STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	40766	368.527255476268	0	1025.16840388216	0	1	0	1	1	2.09560938966716
2	5863	4355.34906794065	0	6714.96209515414	0	1	0	1	2	2
3	2816	23837.5157765208	0	29426.3108975089	0	1	0	1	3	4.15513838699148
1	41470	1809.43110222998	0	4025.13540575487	0	1	0	2	1	2.31051459612813
2	9548	17467.7307090931	0	17265.6535668345	0	1	0	2	2	2.28186327816627
3	3696	83292.1180515125	0	105472.617581296	0	1	0	2	3	5.39592461049172
1	53394	2503.48799559557	0	5842.89057962162	0	1	0	3	1	7.90786670071349
2	13695	7330.16727196633	0	10868.3237494812	0	1	0	3	2	3.77279956187568
3	3905	21501.9564561353	0	20063.5354795944	0	1	0	3	3	2
4	5027	42763.0999536857	0	34101.764723523	0	1	0	3	4	4.34535105769168
5	1199	99457.4341094651	0	114333.065416801	0	1	0	3	5	3.47480277984184
1	10373	1013.1921592428	0	2093.01527243976	0	1	0	4	1	2
2	10483	5501.09792522393	0	10997.3406071759	0	1	0	4	2	9.03212900938558
3	3410	24212.2785855313	0	23643.7780719982	0	1	0	4	3	6.31666905060567
4	3971	2395.31805245977	0	3057.35953910287	0	1	0	4	4	2
1	14333	2195.57138836682	0	3548.87581895158	0	1	0	5	1	5.99802206190397
2	1584	26152.6128041527	0	22828.0460938723	0	1	0	5	2	4.26387115816592
3	9768	4965.77272563754	0	5661.98549314689	0	1	0	5	3	6.52160601106531
4	11308	2710.24603852164	0	3802.21087693554	0	1	0	5	4	5.06993223719273
