STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	16896	208.461825714805	0	590.183395579711	0	1	0	1	1	2.16609239263159
2	12111	1124.28044176208	0	2731.61333784228	0	1	0	1	2	7.18629958463948
3	6193	1116.50323006498	0	2237.07350845318	0	1	0	1	3	3.00945202486166
4	10120	877.795625045058	0	1938.13555611625	0	1	0	1	4	4.26059988190711
5	4125	1466.68358051871	0	3761.983037908	0	1	0	1	5	3.37090781130763
1	15730	448.343323529449	0	1874.54233737463	0	1	0	2	1	2
2	7546	2548.63449440458	0	7035.26726792934	0	1	0	2	2	2.66674179058865
3	4378	2912.56159060859	0	10202.6117883875	0	1	0	2	3	2.24373046278223
4	8569	4277.3065473909	0	14683.807841452	0	1	0	2	4	6.32051404131384
5	18491	499.924456442992	0	1489.99729717084	0	1	0	2	5	2
1	28699	437.888014044518	0	1705.46970162126	0	1	0	3	1	2.21115389448291
2	11913	4800.47470910184	0	9752.51001437533	0	1	0	3	2	5.24862741135342
3	6083	4355.58669435873	0	8016.44682052691	0	1	0	3	3	2.20296668712573
4	16511	2305.4112577268	0	4432.90863524091	0	1	0	3	4	3.30651391914964
5	14014	962.558402681194	0	3559.87599372117	0	1	0	3	5	2.25374709794956
1	12771	221.74087659954	0	422.368924628274	0	1	0	4	1	2
2	5819	1467.12808010397	0	1813.54813909318	0	1	0	4	2	2.06664902111028
3	2849	3449.17617944455	0	4116.3761312184	0	1	0	4	3	2.29666039888208
4	6798	900.098183915698	0	2089.6994567553	0	1	0	4	4	2.78198171694817
1	14311	228.764247409648	0	274.717048389283	0	1	0	5	1	2
2	6303	676.051702228698	0	893.263369682198	0	1	0	5	2	2.20784446987781
3	5643	1317.36679620368	0	2534.52540466944	0	1	0	5	3	5.6085209089322
4	2728	968.844257760418	0	2047.08530708464	0	1	0	5	4	2.18988824042959
5	8008	429.206205893584	0	862.262798546714	0	1	0	5	5	2.70773000866989
