STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	11572	23053.6974905348	0	30714.4989906944	0	1	0	1	1	8.5280813117072
2	2442	24873.2512968597	0	39690.0284287275	0	1	0	1	2	2.32555460589568
3	5522	15841.1016785408	0	23132.9329843373	0	1	0	1	3	3.06497244170326
4	18876	20930.4149535366	0	26940.5231622336	0	1	0	1	4	12.2015629745154
5	11033	13743.2853438932	0	18176.3316571331	0	1	0	1	5	4.81170871453108
1	7535	13486.7246452765	0	20523.5191824996	0	1	0	2	1	3.65643835209917
2	6534	18431.0027309584	0	31357.6147153592	0	1	0	2	2	4.84445936222292
3	21780	7283.13837876113	0	11465.6237805003	0	1	0	2	3	5.90444022091
4	10164	17042.6637790066	0	20287.0342813567	0	1	0	2	4	4.87535659794383
5	8701	7571.42088959074	0	8860.2160146313	0	1	0	2	5	2
1	20977	15292.8204343053	0	32435.1661954537	0	1	0	3	1	23.7740462739139
2	8272	15382.8767715327	0	42928.9375816028	0	1	0	3	2	12.4080708383822
3	19558	12075.4525860691	0	28495.8451904146	0	1	0	3	3	19.4737496464094
4	21989	9190.32654900617	0	14199.1755272311	0	1	0	3	4	10.9096848460005
5	6424	6027.15914161464	0	8626.99235991816	0	1	0	3	5	2
1	4301	3858.92789166338	0	2297.77277262566	0	1	0	4	1	2.09453365474327
2	8470	2945.823790659	0	2478.55569709788	0	1	0	4	2	4.44931254764232
3	7920	2916.24822958371	0	2098.96712881822	0	1	0	4	3	3.52323523279202
4	7546	4142.06819605599	0	2203.00142586849	0	1	0	4	4	3.52324140008114
1	8404	10156.6342769478	0	19751.4700874131	0	1	0	5	1	19.1953322139826
2	9460	6476.0261707738	0	11331.2647121618	0	1	0	5	2	12.3959462793923
3	8811	6533.11564284314	0	7853.43061874331	0	1	0	5	3	8.00193052318228
4	5126	9295.15896493369	0	12358.8072508195	0	1	0	5	4	7.32597318302545
5	5192	4357.41289892157	0	3944.02160297248	0	1	0	5	5	2.36801327455371
