STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	8789	20011.0285471206	0	15714.0911926154	0	1	0	1	1	3.61760624623314
2	5225	21683.2398098118	0	17072.5535277867	0	1	0	1	2	2.3365621597566
3	11297	17952.7282799638	0	12146.022991245	0	1	0	1	3	3.59409695785367
4	13970	13685.5929716079	0	10083.5089467054	0	1	0	1	4	3.68978155347724
5	10164	7544.50669148472	0	11023.3481792454	0	1	0	1	5	2.93474750942738
1	11242	15468.3421088804	0	13755.9257573901	0	1	0	2	1	4.04506137517223
2	12958	13932.24474882	0	8780.31892230989	0	1	0	2	2	2.97604831644805
3	30514	4393.67551988546	0	4124.22934332582	0	1	0	2	3	3.29180166893983
1	9768	10958.4950185506	0	8711.37470728765	0	1	0	3	1	2.04491483310526
2	15147	14703.4389289539	0	10880.5916412781	0	1	0	3	2	3.96060942003487
3	17325	12360.1119662024	0	10438.9336235523	0	1	0	3	3	4.3462255338167
4	15279	8950.71564951418	0	6783.82480031194	0	1	0	3	4	2.4908778670432
5	19701	3047.19328277864	0	4106.1395492157	0	1	0	3	5	2
1	3256	2145.43949925566	0	1314.59741073127	0	1	0	4	1	2.84491489752144
2	8668	1451.58935082137	0	1027.97363430542	0	1	0	4	2	5.92233526519944
3	4576	978.429325461767	0	768.45066030522	0	1	0	4	3	2.33719051213742
4	5709	827.341699157633	0	704.620573251071	0	1	0	4	4	2.67366796879497
5	6028	510.756049759647	0	695.969771756185	0	1	0	4	5	2.78840422144776
1	5291	3685.59481826334	0	3801.4181406052	0	1	0	5	1	6.36260795080032
2	3619	2875.85763530617	0	3347.07156891912	0	1	0	5	2	3.83182213038726
3	16478	2431.22815163857	0	2142.59932005228	0	1	0	5	3	11.1685610039614
4	4246	3294.94421369214	0	2458.37393734617	0	1	0	5	4	3.30201994619297
5	7359	1584.32006798942	0	1792.692785147	0	1	0	5	5	4.17326951590731
