STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	13002	27.2747332847319	0	30.4204656884831	0	1	0	1	1	2
2	4081	86.9241524866779	0	152.234975421113	0	1	0	1	2	3.12673667936478
3	3663	109.493186819334	0	213.623692790172	0	1	0	1	3	3.9381894912637
4	9592	34.0977091251378	0	82.898067474345	0	1	0	1	4	4.00187803524969
5	19107	28.4355389479006	0	52.4118852963434	0	1	0	1	5	5.04002345568131
1	3146	167.333653667996	0	295.566120783576	0	1	0	2	1	3.72782280051592
2	7128	74.5888987996437	0	94.7136090270958	0	1	0	2	2	2.70658684676358
3	33088	12.7217222283665	0	25.1006466350538	0	1	0	2	3	3.32964028368264
4	11352	18.3700331414254	0	49.8998170637471	0	1	0	2	4	2.27097956478012
1	37906	33.2201019590678	0	75.8405579263225	0	1	0	3	1	2.75167009745445
2	14707	140.820270445243	0	153.011248283884	0	1	0	3	2	2.1539436502229
3	8305	595.832059882741	0	970.148335954426	0	1	0	3	3	7.711958195554
4	16302	46.760035262091	0	163.942775494718	0	1	0	3	4	2.55811496831007
1	7469	31.3842196215568	0	51.9457389433488	0	1	0	4	1	2
2	2057	177.354149503838	0	323.601475386189	0	1	0	4	2	2.52964124934497
3	18711	23.2059349677159	0	37.6974337087877	0	1	0	4	3	2.68054396471815
1	6941	105.906210603872	0	220.451412600667	0	1	0	5	1	2.31824155124774
2	4268	382.000292817695	0	510.778731465165	0	1	0	5	2	3.3027900776308
3	9405	100.609935560229	0	140.036628881463	0	1	0	5	3	2
4	16379	232.640247392507	0	409.116770930086	0	1	0	5	4	10.1521592370809
