STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	8052	2.72877691961126	0	2.11671067551685	0	1	0	1	1	4.84141770660095
2	6457	2.99991786803786	0	3.03978234030159	0	1	0	1	2	5.57545817015972
3	11759	3.17274821360984	0	3.65033224679465	0	1	0	1	3	12.1929859448502
4	21560	2.92433179115442	0	3.07204956062795	0	1	0	1	4	18.8141352676047
5	1617	3.57493125546299	0	4.41934497233513	0	1	0	1	5	2.02990265447797
1	14476	20.5173732120083	0	37.684992424714	0	1	0	2	1	2.40417695812964
2	8976	38.4784754446911	0	118.169174819503	0	1	0	2	2	4.67451406145304
3	6193	60.262322727426	0	101.963402155161	0	1	0	2	3	2.7828821918817
4	25069	25.223704039132	0	18.5023328389053	0	1	0	2	4	2.04415076304805
1	22308	21.0208055560252	0	45.7205818309994	0	1	0	3	1	3.55329960682911
2	9306	47.9830890079691	0	67.9073429729144	0	1	0	3	2	2.20160412248563
3	13607	86.6996787993918	0	145.263381758925	0	1	0	3	3	6.88617378490739
4	20515	90.8968496074741	0	200.480319392536	0	1	0	3	4	14.3285654025891
5	11484	99.5967050478218	0	101.666901979273	0	1	0	3	5	4.06754360306895
1	17787	128.596071953363	0	318.954768566532	0	1	0	4	1	2.21216316289925
2	3388	1383.75464480606	0	1914.91095839144	0	1	0	4	2	2.52974844553688
3	4070	935.739529778853	0	1798.37687678644	0	1	0	4	3	2.85404272787306
4	2992	1343.13344094335	0	1725.26658251465	0	1	0	4	4	2.01281171343768
1	24343	2399.90461910195	0	4936.49859293443	0	1	0	5	1	2.09428081077501
2	5214	16480.1075839074	0	25107.5272619083	0	1	0	5	2	2.28148052825268
3	2486	23565.3116629076	0	46423.8616327257	0	1	0	5	3	2.0113339498329
4	4950	10030.7033448024	0	26048.1965303594	0	1	0	5	4	2.24711167242892
