STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	45815	689.798243429225	0.000000000000001	7737.17147497054	0	1	0	1	1	2
2	3630	157222.55364056	0.000000000000001	216367.628953518	0	1	0	1	2	3.764436941009
1	32274	29.3139902802354	0	522.304851915412	0	1	0	2	1	2
2	17347	4606.32850448911	0	30769.962207294	0	1	0	2	2	2.56388502145558
3	5093	186718.475047281	0	155678.405613075	0	1	0	2	3	3.8084587418491
1	65395	130.68392567396	0	3563.42520784618	0	1	0	3	1	2
2	6633	7444.88413599549	0	36924.9055083002	0	1	0	3	2	2
3	2794	132948.516408539	0	134039.741184567	0	1	0	3	3	2
4	2398	196684.7448981	0	158228.938097484	0	1	0	3	4	2
1	21516	446.174048935868	0	4864.25766387155	0	1	0	4	1	3.09288165705484
2	4686	7344.53712823524	0	17801.6112321051	0	1	0	4	2	2.46516953509933
3	2035	43516.300834381	0	49307.9822466582	0	1	0	4	3	2.96528772624821
1	28897	44.3132423135417	0	326.072604612287	0	1	0	5	1	2
2	4147	840.395452550534	0	2182.55476920405	0	1	0	5	2	2
3	1705	5367.03561410992	0	7106.5243722751	0	1	0	5	3	2.31249407773248
4	2244	3640.69067663283	0	5011.51004165315	0	1	0	5	4	2.14630013817276
