STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	18843	492.43250463713	0	958.957475640866	0	1	0	1	1	8.29846585273736
2	11649	1452.2410615579	0	1875.05718892503	0	1	0	1	2	10.0311696985783
3	7139	3345.45540857851	0	4148.25258726495	0	1	0	1	3	13.6003783038974
4	3421	7164.02019253767	0	9269.85846777873	0	1	0	1	4	14.5637961551059
5	8393	4951.61319056533	0	4240.05135429082	0	1	0	1	5	16.3431871457149
1	11066	711.911308338871	0	1642.61608874276	0	1	0	2	1	5.53467723928252
2	8921	2285.65346601087	0	4674.76791347174	0	1	0	2	2	12.6981120585039
3	10021	4945.54516351117	0	6624.37871442903	0	1	0	2	3	20.212581154034
4	16236	8754.6555475811	0	9569.86496961403	0	1	0	2	4	47.3097239602319
5	8470	1513.58521833937	0	1940.51880183493	0	1	0	2	5	5.00457067544377
1	23166	992.175629811894	0	2644.39935242053	0	1	0	3	1	41.7269735108268
2	14245	2513.89981849077	0	3027.51194495761	0	1	0	3	2	29.3756246889363
3	17699	4439.6136497167	0	4567.43390942199	0	1	0	3	3	55.0629903282548
4	20218	3716.13121886781	0	3525.17560194056	0	1	0	3	4	48.5464793565681
5	1892	1232.0230769247	0	2014.66167784974	0	1	0	3	5	2.59634290142419
1	8789	1895.75254863241	0	4378.95440659176	0	1	0	4	1	16.6114140865437
2	11297	3168.8670175476	0	6435.53647800005	0	1	0	4	2	31.3793975698031
3	2761	6773.60948926426	0	10613.2103815241	0	1	0	4	3	12.6476516758662
4	1111	5288.43870828645	0	5977.38655973942	0	1	0	4	4	2.86630313187896
5	4279	2913.25393934081	0	3313.08003915031	0	1	0	4	5	6.11886583769841
1	4510	4023.43555472798	0	6485.41364223046	0	1	0	5	1	19.66397702486
2	23529	2848.92673762877	0	3632.42757345991	0	1	0	5	2	57.458934578206
3	3102	4131.04363090602	0	3897.37512159828	0	1	0	5	3	8.12776498585949
4	3157	5725.37483012467	0	4458.16098731273	0	1	0	5	4	9.46209849434989
5	2695	2509.07386888774	0	2178.73197971737	0	1	0	5	5	3.94747795261541
