STRATO	N	M1	M2	M3	M4	M5	M6	M7	M8	M9	M10	M11	M12	M13	M14	M15	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	COST	CENS	DOM1	X1	SOLUZ
1	10956	1568.57110362034	1434.15737085463	1723.4230638921	65.5085347481742	113.702920370297	461.394707415011	931.174345718205	2.4360655146577	1223.35984381375	1034.63713154321	14.4005318214203	0.152876453077854	57.5428287019934	223.974787233829	14.9270061165538	3186.03659186459	1253.24067553307	1479.6015175795	91.8386854938966	206.072123170885	618.214763923531	1006.52227876428	3.64634900645421	903.501952084629	4267.07296710685	131.014792618079	0.0720784656146796	169.274718938041	559.484579881682	84.1370465647076	1	0	1	1	8.05688202552556
2	7920	3470.65351849121	1648.52525027247	2530.43215117279	929.173073394182	151.35705925665	1604.49907456009	1072.61324324661	0.908021378113166	1581.28833855037	371.50162294487	15.6168764851725	0.109520984580038	138.442109026782	776.748966263765	108.318317247726	7787.25703206335	1722.49234590762	2641.66740701789	1145.82557424754	232.968814818434	3304.13629362301	946.988343697499	2.17242355012943	1077.59678705673	1773.40837298741	168.799585628592	0.0460070163460911	509.061304069308	4804.45331110486	1362.28608277212	1	0	1	2	10.7782867639022
3	13409	1345.40457445136	1121.59510467762	4733.17563435136	2845.54948343139	194.345569578138	624.687781813538	728.121164293218	8.88064100544371	1436.80204068069	335.828178789705	21.5619341355786	0.221160761208732	47.2463239726316	469.537245947959	27.2971999818925	2659.37042799571	1580.71812463994	4936.32477012968	4234.0862433525	318.90490409928	1188.41505953404	1062.96709765038	14.2526698939301	816.262253730601	1964.3403774662	131.147156550026	0.167807145837257	171.538537912107	2400.83166625397	295.782813635591	1	0	1	3	12.5974848739784
4	11110	1509.32753302691	1959.15550448895	5312.28120784572	1357.1290096592	273.117102230298	547.431683418816	1431.67551156072	17.8917648853475	1620.95784419373	495.886613444327	7.58766100976903	0.552642782312413	46.9800687321629	611.557762791488	15.7941820311108	4439.79662264239	3499.81893659854	9084.99443590983	3000.47194623074	649.370509711709	866.285044952229	1860.38427725023	30.5876184175048	1012.68196536432	2473.00064140805	27.5402354525019	0.490592263666985	152.779243720427	2338.90102791404	121.677537320994	1	0	1	4	13.9760275458881
5	6050	1313.33754418259	579.00749892082	2480.08367931871	260.200964559971	408.919672056154	65.7766184376874	104.822187445781	80.5268851363979	471.943625111138	6729.4517343915	376.842893943459	0.290836853375975	109.392481062156	519.197055331495	1786.2094034032	3187.2562902925	1397.01052820347	4602.03073898898	1049.5917615872	390.405585835011	227.546493630654	356.365946816653	127.5138227251	623.572743990065	16528.0763365493	519.452945454055	0.380807183839877	421.304019232945	3466.31349058215	2398.71325484506	1	0	1	5	6.86930657272761
1	5676	975.161567079537	866.455328726775	4430.05300001871	1240.53946539415	236.060944005152	94.6101827045449	623.145988566128	34.4691297026117	1437.18802195479	585.244880867082	10.2427349091316	6.11585974033796	48.7680782719214	1095.73570815491	6.25800898894955	2340.36675585787	1001.60165645667	6317.60001330848	3763.82939213156	331.111599068806	223.980159213613	1122.56348516208	54.0442745334667	962.255778942995	2193.31298340256	42.8649505138798	29.0337447634768	115.907515562696	3556.68751916487	82.7714386186447	1	0	2	1	7.32271970044155
2	11330	414.348763722072	1029.78687605267	4873.4696138376	789.454740466715	278.173281613941	49.5761959005389	382.169168341718	38.7738811548661	1282.08042812835	580.130612877857	21.4237720586177	2.88813310666971	95.9307430387305	628.7304995328	11.4535656436469	1191.99162095427	1717.58376406528	5490.89590080779	1323.20887362641	610.330889632924	168.467763788934	542.536596555182	73.6300775198481	1044.00934714123	2325.97099596626	45.5611981179603	9.33322021115391	410.06579582608	1696.20776430823	75.70411847341	1	0	2	2	9.09643030070857
3	16192	1306.58281761733	1300.68497093174	4528.37431428106	799.417788500068	320.337733432435	357.53740867927	597.934994854766	76.5548252347762	1767.86503405313	1659.5875183719	14.4736411146384	1.95683139085008	285.817379026132	596.297109449966	8.11454414916866	4665.11760629777	2410.21348276344	7325.78664760207	1520.88738319673	660.423531628763	732.211326128893	851.872438774186	163.440358304088	1230.45578521012	8494.23223299425	55.4861028959904	2.06485955799294	1649.94816657544	3678.36934626047	110.470751836052	1	0	2	3	20.4571851257173
4	13893	1387.87594148234	411.250037834947	8346.16799401927	641.434558696753	756.085454194758	19.4175510632971	27.3666171351741	257.952780825314	512.4063764095	6546.36378520518	104.172553565108	1.98369664143025	111.817757010723	135.071314646871	113.888824923756	4272.38866627988	529.698547385908	8634.96459643196	1154.06462336276	943.633411347023	213.287969734785	263.113419102067	268.645397201958	446.647074741716	40623.8266119743	159.201770901892	1.74942333057924	762.956856898578	1227.01313213904	390.108615305752	1	0	2	4	15.0051632414364
5	7623	744.577366395206	137.63771022568	2446.43720574058	168.795705900853	128.529790595364	11.7085597956281	30.7549165451837	320.295237369388	207.726583459369	16202.5426775912	293.17575758203	3.03438659396992	23.0810062085424	25.6116286557672	1305.74874228979	2237.11977859919	301.40920451429	4974.60468307665	876.584502078746	167.746831149482	112.658709396833	255.308042574856	285.499846390682	420.145035789439	86544.6859364703	400.206847592714	2.48753576040583	125.738666004815	281.142708291037	1421.54939298458	1	0	2	5	9.15578327925863
