STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	24244	39.4432575413123	0	166.712514004543	0	1	0	1	1	2.79803300041834
2	10956	149.08538797466	0	458.853912390961	0	1	0	1	2	3.48022096535768
3	11484	157.670026987079	0	561.562922644371	0	1	0	1	3	4.46449114379041
4	2761	333.984928043178	0	1003.95553189631	0	1	0	1	4	2
1	19316	16.5427553677534	0	47.8410521623846	0	1	0	2	1	2
2	15851	79.2844405158706	0	256.931155167115	0	1	0	2	2	7.68284486968197
3	2277	149.478177083996	0	723.75493107195	0	1	0	2	3	3.10887453046509
4	12430	51.2046531617307	0	328.34021506634	0	1	0	2	4	7.69916869706092
5	4840	104.772821714265	0	518.768566319276	0	1	0	2	5	4.73661017230064
1	26037	12.8034791343589	0	28.7484774218502	0	1	0	3	1	2
2	7502	70.4523569484538	0	126.175315735999	0	1	0	3	2	2
3	19492	208.539869834406	0	559.056603052366	0	1	0	3	3	22.7061530450087
4	17886	76.1220715932116	0	213.659815733887	0	1	0	3	4	7.96283015932101
5	6303	86.2022700915657	0	390.316036776386	0	1	0	3	5	5.1261944870428
1	9768	19.8816207143102	0	24.9995375236689	0	1	0	4	1	2.17337722692826
2	6941	52.0132754466529	0	72.0413657807273	0	1	0	4	2	4.45042481728874
3	2805	93.1365185201936	0	101.526584756783	0	1	0	4	3	2.53460407902368
4	3839	118.81381652604	0	178.868132021346	0	1	0	4	4	6.11151061302854
5	4884	69.7878394986461	0	150.194479134717	0	1	0	4	5	6.52870598609454
1	27445	130.840767842753	0.000000000000001	430.809115139748	0	1	0	5	1	2
2	9548	446.096740003243	0.000000000000001	2049.20097220743	0	1	0	5	2	3.14099537441888
