"Lon","Lat","Area_km2","Depth_m","STRATUM","LOG10_DEPTH_M","LOG10_DEPTH_M_CEN"
-146.18426,60.2737874,13.719616,58.8743553161621,41,1.76992616456725,-1.26653910326541
-146.11754,60.2698823,13.719616,71.2385025024414,41,1.85271478162554,-0.965827215885794
-146.05084,60.2659441,13.719616,76.5356292724609,41,1.88386365729989,-0.852685608662308
-145.98416,60.2619729,13.719616,78.4332504272461,41,1.89450021339548,-0.814050600947763
-145.91749,60.2579687,13.719616,90.0687942504883,41,1.95457434888937,-0.595844193968552
-145.85084,60.2539315,13.719616,88.7024307250977,41,1.94793552102713,-0.61995831167432
-145.7842,60.2498613,13.719616,78.807991027832,41,1.89657025661819,-0.806531613113715
-145.71758,60.2457581,13.719616,69.1623306274414,41,1.83986961967393,-1.01248451046828
-145.65098,60.241622,13.719616,55.2975807189941,41,1.74270613124368,-1.36541003366764
-145.5844,60.2374529,13.719616,42.67578125,41,1.63018148033061,-1.77413168351686
-145.51783,60.2332509,13.719616,33.3692016601562,41,1.52334581652185,-2.16218930840465
-145.45128,60.229016,13.719616,26.9400081634521,41,1.43039772298837,-2.49980331414544
-145.38474,60.2247481,13.719616,23.6511268615723,41,1.37385183759408,-2.70519410970002
-145.31823,60.2204474,13.719616,19.3607425689697,41,1.2869220103805,-3.02094805438269
-145.25173,60.2161137,13.719616,15.1856098175049,41,1.18143223682456,-3.40411702171694
-145.18525,60.2117472,13.27293952,13.2709655761719,41,1.12290252264948,-3.61671364964449
-144.98591,60.1984505,13.719616,19,41,1.27875360095283,-3.05061804892018
-144.91951,60.1939527,13.719616,25,41,1.39794000867204,-2.61769899689636
-144.85311,60.189422,13.719616,22,41,1.34242268082221,-2.81935377786993
-144.78674,60.1848585,13.719616,22,41,1.34242268082221,-2.81935377786993
-144.72039,60.1802622,13.719616,21,41,1.32221929473392,-2.8927382427631
-144.65405,60.1756332,13.719616,13,41,1.11394335230684,-3.64925591353076
-143.06792,60.054743,12.37304513,34.7670478820801,40,1.54116781570618,-2.09745472046215
-143.00209,60.0492994,13.719616,67.0783538818359,40,1.82658239637879,-1.06074749802737
-142.93629,60.0438235,13.719616,69.1346817016602,40,1.83969596767878,-1.01311526407989
-142.8705,60.0383152,13.719616,71.6481857299805,40,1.85520519770009,-0.95678131386752
-142.80474,60.0327746,13.719616,74.7351608276367,40,1.87352497344546,-0.890238659375743
-142.739,60.0272016,13.719616,74.8544006347656,40,1.87421733728049,-0.887723796306604
-142.67328,60.0215963,13.719616,52.8938446044922,40,1.7234051349871,-1.43551676112433
-142.60758,60.0159587,13.719616,64.5751266479492,40,1.81006526660612,-1.12074242781988
-142.54191,60.0102888,13.719616,65.2975158691406,40,1.81489665960822,-1.10319342941941
-142.47626,60.0045867,13.719616,65.9027252197266,40,1.81890337397819,-1.08863989919752
-142.41063,59.9988523,13.719616,65.8595123291016,40,1.81861851056107,-1.08967460443664
-142.34502,59.9930856,13.719616,55.9503135681152,40,1.74780252483256,-1.34689847749725
-142.27944,59.9872868,13.719616,51.3063316345215,40,1.71017096402513,-1.48358704746665
-142.21388,59.9814557,13.719616,48.8502311706543,40,1.68886662324214,-1.56097049405475
-142.14834,59.9755925,13.719616,43.2008247375488,40,1.63549203791555,-1.75484222258432
-142.08283,59.969697,13.719616,43.0578918457031,40,1.63405276254759,-1.76007008153083
-142.01734,59.9637695,13.719616,31.1506290435791,40,1.49346682105608,-2.27071834825068
-141.95187,59.9578098,13.719616,25.7956886291504,40,1.41154712607822,-2.56827406261911
-141.88643,59.9518179,13.719616,22.953426361084,40,1.36084752380105,-2.75242948919701
-141.82101,59.945794,13.719616,20.1086044311523,40,1.30338193092091,-2.96116092485086
-141.75562,59.939738,13.0384021,12.8701362609863,40,1.10958314496819,-3.66509343111179
-141.69025,59.9336499,13.27368292,15.4694366455078,40,1.1894744981724,-3.37490523301166
-141.6249,59.9275298,13.719616,23.2188873291016,40,1.36584140410154,-2.73429029055028
-141.55958,59.9213777,13.719616,67.190673828125,40,1.82730899647549,-1.05810827908381
-141.49428,59.9151935,12.18513018,44.3079948425293,40,1.64648209648773,-1.71492319297512
-139.99939,59.7641636,11.82073163,17.7659587860107,40,1.24958865028511,-3.15655347425103
-139.93471,59.7572166,13.719616,52.2735824584961,40,1.71828226456383,-1.45412448871443
-139.87006,59.7502381,13.719616,73.4362335205078,40,1.86591039418437,-0.917896984669326
-139.80543,59.743228,13.719616,60.5171203613281,40,1.78187825443147,-1.22312570141248
-139.74083,59.7361864,13.719616,66.3587951660156,40,1.82189849221819,-1.077760774858
-139.67626,59.7291133,13.719616,183.102386474609,40,2.26269400473862,0.523334342181446
-139.61172,59.7220088,11.62276835,17.3468399047852,40,1.23922037037107,-3.19421402630053
-146.85949,60.2780926,9.918259418,326.976257324219,41,2.51451621844795,1.4380244995895
-146.79268,60.274522,11.48501214,225.336807250977,41,2.35283213659905,0.850741765082795
-146.7259,60.2709183,12.29981065,173,41,2.2380461031288,0.433806128323048
-146.52562,60.2599086,11.590031,16,41,1.20411998265592,-3.32170865313004
-146.45889,60.2561726,13.719616,42.787841796875,41,1.6313203813812,-1.7699948698264
-146.39218,60.2524035,13.719616,60.3557357788086,41,1.78071854864576,-1.22733808383915
-146.32548,60.2486013,13.719616,68.525032043457,41,1.83584924729498,-1.02708765047714
-146.2588,60.2447661,13.719616,84.2510147094727,41,1.92557514016736,-0.701177597245117
-146.19214,60.2408979,13.719616,88.4092330932617,41,1.94649762329429,-0.62518116665689
-146.12549,60.2369967,13.719616,99.8036270141602,41,1.9991463244899,-0.43394605647899
-146.05885,60.2330624,13.719616,97.46142578125,140,1.98883276046617,-0.471407864797455
-145.99223,60.2290952,13.719616,103.777465820312,140,2.01610306129346,-0.372354348473929
-145.92563,60.225095,13.719616,111.36009979248,140,2.04672961144846,-0.261109976623265
-145.85905,60.2210618,13.719616,113.713966369629,140,2.05581380808934,-0.228113581535701
-145.79248,60.2169956,13.719616,109.671981811523,140,2.04009569139577,-0.285206267763921
-145.72592,60.2128966,13.719616,104.93675994873,41,2.02092765069412,-0.354830062695818
-145.65939,60.2087646,13.719616,95.9687423706055,41,1.9821298035973,-0.495754917359551
-145.59287,60.2045996,13.719616,80.5796051025391,41,1.90622513470527,-0.771462340124865
-145.52637,60.2004018,13.719616,64.2560729980469,41,1.80791418017298,-1.12855578772626
-145.45988,60.1961711,13.719616,51.0755195617676,41,1.70821279315394,-1.49069968298844
-145.39341,60.1919074,13.719616,43.4139862060547,41,1.63762966392701,-1.7470777547715
-145.32696,60.187611,13.719616,36.1278266906738,41,1.55784183688946,-2.03688991628503
-145.26053,60.1832816,13.719616,29.5658321380615,41,1.47079010683868,-2.35308664686694
-145.19412,60.1789194,13.719616,27.0846481323242,41,1.43272319786368,-2.49135652564168
-145.12772,60.1745244,13.719616,23.9487018585205,41,1.37928197741819,-2.68547029194265
-145.06134,60.1700966,13.719616,25.2950859069824,41,1.40303615869478,-2.59918832542773
-144.99498,60.165636,13.719616,29.0958843231201,41,1.46383156141995,-2.37836206999434
-144.92863,60.1611426,13.719616,30.9999256134033,41,1.49136065171404,-2.27836855646157
-144.86231,60.1566164,13.719616,35.4662094116211,41,1.54981477404886,-2.0660464996739
-144.796,60.1520574,13.719616,34.2863006591797,41,1.53512062918101,-2.11941982796044
-144.72971,60.1474657,13.719616,31,41,1.49136169383427,-2.27836477118343
-144.66344,60.1428412,13.719616,27,41,1.43136376415899,-2.49629437687814
-144.59719,60.1381841,13.719616,21.2427845001221,41,1.32721144337824,-2.87460533398585
-144.53096,60.1334942,13.719616,14.7605619430542,41,1.16910289164163,-3.44890072256681
-143.34213,60.0434992,12.04148726,24,40,1.38021124171161,-2.68209493879053
-143.27628,60.0381906,13.719616,33,40,1.51851393987789,-2.17974006353042
-143.21045,60.0328495,13.719616,46.864444732666,40,1.67084347571057,-1.62643571020789
-143.14464,60.0274761,13.719616,62.844654083252,40,1.7982683400826,-1.16359223213138
-143.07885,60.0220703,13.719616,97.662109375,40,1.9897261002474,-0.468162999727443
-143.01308,60.0166321,13.719616,105.131637573242,40,2.02173342921435,-0.351903245118272
-142.94734,60.0111615,13.719616,105.731887817383,40,2.02420598649943,-0.342922211320728
-142.88162,60.0056586,13.719616,99.5984649658203,40,1.99825264503001,-0.437192155358827
-142.81592,60.0001234,13.719616,103.213500976562,40,2.0137365094629,-0.380950340203683
-142.75024,59.9945559,13.719616,94.8462371826172,40,1.97702010588107,-0.514314797917817
-142.68458,59.9889561,13.719616,89.7943649291992,40,1.95324908324924,-0.600657937041983
-142.61895,59.983324,13.719616,88.7554931640625,40,1.94819524146813,-0.619014932901021
-142.55334,59.9776597,13.719616,88.5665512084961,40,1.9472697335309,-0.622376641895328
-142.48775,59.9719631,13.719616,86.3444366455078,40,1.93623436029383,-0.662460267301484
-142.42218,59.9662344,13.719616,75.2348785400391,40,1.87641922417894,-0.879725914610363
-142.35664,59.9604733,13.719616,70.6418838500977,40,1.84906227231913,-0.979094172216631
-142.29112,59.9546802,13.719616,65.944580078125,40,1.81917910710164,-1.08763835779109
-142.22562,59.9488548,13.719616,60.0188484191895,40,1.77828765836658,-1.23616777117829
-142.16015,59.9429973,13.719616,51.4109230041504,40,1.71105540102733,-1.48037451983122
-142.0947,59.9371076,13.719616,50.9599571228027,40,1.70722905391642,-1.49427290468624
-142.02927,59.9311858,13.719616,40.8357772827148,40,1.61104082651889,-1.84365600144752
-141.96387,59.9252319,13.719616,30.8300533294678,40,1.4889742759647,-2.28703655432261
-141.89849,59.9192459,13.719616,25.3244514465332,40,1.40354004687244,-2.59735805974245
-141.83313,59.9132279,13.719616,28.0243759155273,40,1.44753594992141,-2.43755238218766
-141.7678,59.9071778,13.719616,17.8236751556396,40,1.25099725835681,-3.15143700767784
-141.70249,59.9010956,13.719616,13.7903499603271,40,1.13957528748915,-3.55615340886591
-141.6372,59.8949815,13.719616,19.4026947021484,40,1.2878620501881,-3.01753356148743
-141.57194,59.8888353,13.719616,35.7066040039062,40,1.55274854712648,-2.05539019847379
-141.50671,59.8826572,13.719616,35.2692070007324,40,1.54739569502111,-2.07483328517659
-140.07787,59.7386822,12.7618702,19.0733051300049,40,1.28042595656718,-3.04454357599103
-140.01323,59.7317734,13.719616,76.3909530639648,40,1.88304192837876,-0.855670362648636
-139.9486,59.7248331,13.719616,96.8702926635742,40,1.98619061182502,-0.48100490280641
-139.88401,59.7178612,13.719616,75.7206039428711,40,1.8792140692116,-0.869574239723536
-139.81944,59.7108579,13.719616,59.408519744873,40,1.77384873139297,-1.25229122094234
-139.75491,59.7038231,13.719616,102.356895446777,40,2.01011710497228,-0.394097050394514
-139.69039,59.6967568,13.719616,28.5952262878418,40,1.45629353767836,-2.40574232378999
-139.62591,59.689659,13.719616,142.260604858398,40,2.15308465088303,0.125201883353644
-139.56145,59.6825299,13.17123165,197.682159423828,40,2.29596747652965,0.64419308892085
-146.93344,60.2486992,12.75628657,294.777954101562,41,2.46949500031979,1.27449458501303
-146.86669,60.2451653,13.719616,261.664215087891,41,2.41774433306207,1.08652139042195
-146.79995,60.2415983,13.719616,208.425872802734,41,2.31895162882143,0.727678090374802
-146.73323,60.2379982,13.719616,195.759353637695,41,2.29172252238355,0.628774203831676
-146.66653,60.234365,11.54396587,19.1525421142578,41,1.28222642597684,-3.03800375719001
-146.59983,60.2306988,11.30432026,21,41,1.32221929473392,-2.8927382427631
-146.53316,60.2269995,13.719616,92.246452331543,41,1.964949672799,-0.558158056116515
-146.4665,60.2232672,13.719616,115.660064697266,41,2.06318343090081,-0.201345007984691
-146.39985,60.2195018,13.719616,120.28475189209,140,2.08021057672602,-0.139497554316228
-146.33322,60.2157034,13.719616,107.071228027344,140,2.02967278373856,-0.323065243368946
-146.2666,60.2118721,13.719616,106.48509979248,140,2.02728884222898,-0.331724399376381
-146.2,60.2080077,13.719616,103.576652526855,140,2.01526187103207,-0.375409791602917
-146.13342,60.2041104,13.719616,108.264587402344,140,2.03448642513187,-0.305580723878409
-146.06685,60.20018,13.719616,98.3944931030273,140,1.99297079272105,-0.456377350535727
-146.0003,60.1962167,13.719616,105.562690734863,140,2.02351045161632,-0.34544859254163
-145.93376,60.1922205,13.719616,110.175491333008,140,2.04208499594382,-0.277980545841356
-145.86724,60.1881913,13.719616,110.518249511719,140,2.04343399754902,-0.273080586967883
-145.80074,60.1841293,13.719616,116.135986328125,140,2.06496681269379,-0.194867256284736
-145.73425,60.1800342,13.719616,119.347770690918,140,2.07681431118798,-0.151833760141115
-145.66778,60.1759063,13.719616,113.572570800781,140,2.05527345647853,-0.230076292817873
-145.60133,60.1717456,13.719616,107.891220092773,41,2.03298610436405,-0.311030317141282
-145.53489,60.1675519,13.719616,94.4148941040039,41,1.97504051036748,-0.52150525385599
-145.46847,60.1633254,13.719616,80.9269866943359,41,1.90809336979592,-0.764676377028257
-145.40207,60.159066,13.719616,71.4071884155273,41,1.85374193351364,-0.962096307049902
-145.33568,60.1547738,13.719616,62.2415542602539,41,1.79408042906877,-1.1788039202824
-145.26931,60.1504487,13.719616,52.8612403869629,41,1.72313734961849,-1.43648943401667
-145.20296,60.1460909,13.719616,50.0545196533203,41,1.69944329803665,-1.52255299231756
-145.13663,60.1417002,13.719616,47.5452003479004,41,1.67710668178593,-1.60368595804518
-145.07032,60.1372768,13.719616,48.5330505371094,41,1.68603758968323,-1.57124635142727
-145.00402,60.1328206,13.719616,52.621524810791,41,1.72116342845736,-1.44365927908709
-144.93774,60.1283316,13.719616,58.4996871948242,41,1.76715354386124,-1.27661005305437
-144.87148,60.1238099,13.719616,63.5896987915039,41,1.80338676784416,-1.14500064155664
-144.80524,60.1192554,13.719616,67.8924789428711,41,1.831821666261,-1.04171697437865
-144.73901,60.1146683,13.719616,85.7655029296875,41,1.93331263866545,-0.673072794198109
-144.67281,60.1100484,13.719616,95.7843475341797,41,1.98129454524839,-0.498788814089244
-144.60662,60.1053958,13.719616,51.3225402832031,41,1.71030814426708,-1.48308876967277
-144.54045,60.1007106,13.719616,26.4551982879639,41,1.42251102102006,-2.52845006678318
-143.61614,60.0316938,8.520359083,15,40,1.17609125905568,-3.42351697744033
-143.55027,60.0265201,12.18353735,70,40,1.84509804001426,-0.993493395452483
-143.48442,60.0213139,13.719616,109.982696533203,40,2.04132436341946,-0.280743380275985
-143.41859,60.0160753,13.719616,67.5146789550781,40,1.82939820684761,-1.05051967069228
-143.35278,60.0108043,13.719616,94.6013870239258,40,1.97589750397496,-0.518392408463311
-143.28699,60.0055009,13.719616,96.1764297485352,40,1.98306865120224,-0.492344754884628
-143.22122,60.0001651,13.719616,99.5408706665039,40,1.99800143512213,-0.438104621446688
-143.15548,59.9947969,13.719616,106.287490844727,40,2.02648215467583,-0.334654518820961
-143.08975,59.9893964,13.719616,122.525108337402,141,2.0882250951905,-0.11038653568192
-143.02405,59.9839635,13.719616,125.085021972656,141,2.09720530918131,-0.0777678352590682
-142.95837,59.9784983,13.719616,124.989929199219,141,2.09687502205283,-0.0789675323830286
-142.89271,59.9730009,13.719616,116.987899780273,40,2.06814094439217,-0.183337903968824
-142.82707,59.9674711,13.719616,125.219512939453,40,2.09767201019723,-0.0760726439595105
-142.76146,59.961909,13.719616,120.201919555664,40,2.07991140315571,-0.14058423811626
-142.69587,59.9563147,13.719616,118.820236206055,40,2.07489041138761,-0.158821913351702
-142.6303,59.9506881,13.719616,110.494491577148,40,2.04334062791002,-0.273419732147082
-142.56475,59.9450293,13.719616,111.461639404297,40,2.04712542647367,-0.259672263474839
-142.49922,59.9393383,13.719616,99.9188232421875,40,1.99964731064997,-0.432126331749953
-142.43372,59.9336151,13.719616,86.4339065551758,40,1.93668414226092,-0.660826530816433
-142.36824,59.9278598,13.719616,80.2614364624023,40,1.90450692816274,-0.777703356712321
-142.30278,59.9220722,13.719616,76.5440139770508,40,1.8839112329391,-0.85251280036123
-142.23735,59.9162525,13.719616,71.6487884521484,40,1.85520885107677,-0.956768043760652
-142.17193,59.9104007,13.719616,66.2615127563477,40,1.82126134664155,-1.08007506945182
-142.10655,59.9045168,13.719616,55.1706733703613,40,1.74170828465101,-1.36903449730599
-142.04118,59.8986008,13.719616,51.8406867980957,40,1.71467074654015,-1.46724255300633
-141.97584,59.8926527,13.719616,41.9534683227539,40,1.62276787007937,-1.80106003200441
-141.91052,59.8866726,13.719616,37.9780769348145,40,1.57953296993909,-1.95810152978298
-141.84523,59.8806604,13.719616,33.9010200500488,40,1.53021276591525,-2.13724658818531
-141.77995,59.8746161,13.719616,17.3628463745117,40,1.23962092264999,-3.19275910609452
-141.71471,59.8685399,13.719616,18.501091003418,40,1.26719733936482,-3.09259368949326
-141.64948,59.8624317,13.719616,14.8590116500854,40,1.17198992320726,-3.4384141998796
-141.58429,59.8562915,13.719616,23.7515869140625,40,1.37569263143443,-2.698507821057
-141.51911,59.8501194,13.719616,14.2074527740479,40,1.15251622111272,-3.50914824423492
-141.45396,59.8439153,13.719616,19.723482131958,40,1.29498359099023,-2.99166609260398
-141.38884,59.8376793,13.719616,15,40,1.17609125905568,-3.42351697744033
-141.32373,59.8314113,13.45954622,13,40,1.11394335230684,-3.64925591353076
-140.15623,59.7131541,13.71485809,53.0389060974121,40,1.72459455836887,-1.43119643590649
-140.09162,59.7062835,13.719616,93.4376373291016,40,1.97052184830528,-0.537918324220452
-140.02703,59.6993814,13.719616,113.289642333984,40,2.05419020569023,-0.23401096887156
-139.96247,59.6924477,13.719616,125.427688598633,40,2.09839341909613,-0.073452280928104
-139.89793,59.6854826,13.719616,64.5036010742188,40,1.80958396088343,-1.12249066758304
-139.83343,59.6784859,13.719616,32.2920341491699,40,1.50909540308266,-2.21395087748873
-139.76895,59.6714579,13.719616,175.626663208008,40,2.2445904500955,0.457577064448722
-139.7045,59.6643983,13.719616,46.0975723266602,40,1.66367805439405,-1.65246256564435
-139.64007,59.6573074,13.4086164,152.495620727539,40,2.18325737206856,0.234797818851494
-139.57567,59.6501851,8.117846957,30.9930839538574,40,1.49126479268023,-2.27871674383324
-147.00726,60.2192651,11.08622705,247.736450195312,33,2.39398991031642,1.00023854682249
-146.94056,60.2157678,13.719616,269.236236572266,140,2.43013351128851,1.13152242196391
-146.87388,60.2122374,13.719616,220.790771484375,140,2.34398091698664,0.818591609060941
-146.80721,60.2086739,13.719616,187.788604736328,140,2.27366923515968,0.563199511713414
-146.74055,60.2050774,13.719616,252.292251586914,140,2.4019039126471,1.02898446216868
-146.67391,60.2014479,13.719616,203.049087524414,41,2.30760104216882,0.686449519872536
-146.60729,60.1977853,13.719616,212.545028686523,41,2.32745095150846,0.758550056322315
-146.54068,60.1940897,13.719616,152.803009033203,140,2.18413190655413,0.237974377720084
-146.47408,60.1903611,13.719616,133.354095458984,140,2.1250063579181,0.0232135089622943
-146.4075,60.1865995,13.719616,116.867500305176,140,2.0676937549558,-0.184962223642319
-146.34094,60.1828049,13.719616,105.902923583984,140,2.02490794952076,-0.340372481267074
-146.27439,60.1789774,13.719616,98.4629287719727,140,1.99327274968363,-0.455280556660528
-146.20785,60.1751168,13.719616,94.4173202514648,140,1.97505167014187,-0.521464718370099
-146.14133,60.1712234,13.719616,90.8031997680664,140,1.9581011526745,-0.583033835970951
-146.07483,60.1672969,13.719616,87.0262451171875,41,1.93965024561511,-0.650052796823846
-146.00834,60.1633376,13.719616,93.7774810791016,41,1.97209856314224,-0.532191245893418
-145.94187,60.1593453,13.719616,96.7191925048828,140,1.98551266200349,-0.483467410064359
-145.87542,60.1553202,13.719616,99.4622802734375,140,1.99765841165087,-0.439350580602958
-145.80898,60.1512621,13.719616,109.099136352539,140,2.0378213126524,-0.293467460532162
-145.74256,60.1471712,13.719616,115.324996948242,140,2.0619234517879,-0.205921611756617
-145.67615,60.1430474,13.719616,121.275260925293,140,2.0837722176893,-0.126560657744058
-145.60977,60.1388907,13.719616,118.349822998047,140,2.07316761274225,-0.165079609767341
-145.54339,60.1347012,13.719616,121.81517791748,140,2.08570140385627,-0.119553302941088
-145.47704,60.1304789,13.719616,107.900779724121,140,2.03302458303935,-0.310890551609705
-145.4107,60.1262237,13.719616,106.321136474609,140,2.02661961016581,-0.334155241247679
-145.34438,60.1219358,13.719616,97.7208404541016,41,1.98998719349388,-0.467214634532818
-145.27808,60.117615,13.719616,92.5070724487305,41,1.96617493715028,-0.553707546267389
-145.21179,60.1132615,13.719616,87.4481735229492,41,1.94175074306354,-0.642423190549469
-145.14553,60.1088752,13.719616,83.0732421875,41,1.9194611604672,-0.723385316619652
-145.07928,60.1044561,13.719616,81.6155548095703,41,1.91177293723649,-0.751311137830998
-145.01305,60.1000043,13.719616,82.7419204711914,41,1.91772559681525,-0.729689379182707
-144.94683,60.0955198,13.719616,89.4388046264648,41,1.95152598611928,-0.60691671763889
-144.88064,60.0910025,13.719616,110.186515808105,41,2.04212845051902,-0.277822706421075
-144.81446,60.0864526,13.719616,149.745544433594,41,2.17535390914688,0.206090185647068
-144.7483,60.0818699,13.719616,179.374908447266,41,2.25376169241475,0.490889634285404
-144.68216,60.0772546,13.719616,147.801620483398,41,2.16967919564974,0.185478006500958
-144.61604,60.0726067,13.719616,132.775268554688,41,2.1231171885073,0.016351506439632
-144.54993,60.067926,13.719616,90.4412612915039,41,1.95636661037523,-0.589334188689554
-144.48385,60.0632128,13.719616,29.6825695037842,41,1.47250149340661,-2.34687040237384
-144.41778,60.0584669,11.58086573,23.6912708282471,41,1.37458835742569,-2.70251885944794
-143.69234,60.0041134,13.66344532,74,40,1.86923171973098,-0.905832982283367
