"Id","Area_km2","Lon","Lat","DEPTH_EFH","E_km","N_km","shallower_than_700m","trawlable","shallow_trawlable","LOG_DEPTH_EFH","LOG_DEPTH_EFH_CEN","LOG_DEPTH_EFH_CEN_SQ","stratum"
719329,13.719616,-150.5555934,57.83533693,108,645.130545713234,6412.99927532533,TRUE,TRUE,TRUE,4.68213122712422,-0.631376011706139,0.39863566815795,31
719330,13.719616,-150.4931474,57.83360223,110,648.844263482883,6412.94188828637,TRUE,TRUE,TRUE,4.70048036579242,-0.598766627915171,0.358521474704905,31
719331,13.719616,-150.4307077,57.8318364,120,652.558018670174,6412.88445438823,TRUE,TRUE,TRUE,4.78749174278205,-0.444133353964647,0.197254436103887,31
719332,13.719616,-150.3682743,57.83003942,128,656.27181901155,6412.82697100733,TRUE,TRUE,TRUE,4.85203026391962,-0.329437975444007,0.108529379664646,130
719333,13.719616,-150.3058473,57.82821132,140,659.985666092693,6412.76944086113,TRUE,TRUE,TRUE,4.9416424226093,-0.170182692245676,0.0289621487399864,130
719334,13.719616,-150.2434268,57.82635209,169,663.699561666678,6412.71186220728,TRUE,TRUE,TRUE,5.12989871492307,0.164379152761496,0.0270205058625873,130
719335,13.719616,-150.181013,57.82446175,206,667.413501413131,6412.6542363857,TRUE,TRUE,TRUE,5.32787616878958,0.516217072340859,0.266480065776168,130
719336,13.719616,-150.1186059,57.82254028,224,671.127493064398,6412.59656076067,TRUE,TRUE,TRUE,5.41164605185504,0.665089687911674,0.442344292966449,230
719337,13.719616,-150.0562057,57.82058771,218,674.841532243709,6412.53883775655,TRUE,TRUE,TRUE,5.38449506278909,0.616837993989359,0.380489110828816,230
719338,13.719616,-149.9938124,57.81860403,262,678.555626631766,6412.48106584411,TRUE,TRUE,TRUE,5.5683445037611,0.943568152217558,0.890320857879257,230
719339,13.719616,-149.9314263,57.81658925,282,682.26976599905,6412.42324492461,TRUE,TRUE,TRUE,5.64190707093811,1.07430071842144,1.15412203360082,330
719340,13.719616,-149.8690473,57.81454338,283,685.983963859059,6412.3653759462,TRUE,TRUE,TRUE,5.64544689764324,1.08059156234977,1.16767812462151,330
719341,13.719616,-149.8066756,57.81246641,286,689.698216012468,6412.30745682601,TRUE,TRUE,TRUE,5.65599181081985,1.09933157663799,1.20852991539338,330
719342,13.719616,-149.7443114,57.81035836,314,693.412518100743,6412.24948878823,TRUE,TRUE,TRUE,5.74939298590825,1.26532055410777,1.60103610464759,330
719343,13.719616,-149.6819546,57.80821923,331,697.126883678151,6412.19147167527,TRUE,TRUE,TRUE,5.80211837537706,1.35902208919381,1.8469410389167,330
719344,13.719616,-149.6196055,57.80604903,383,700.841302489458,6412.13340528989,TRUE,TRUE,TRUE,5.94803498918065,1.61833948534203,2.61902268981712,330
719345,13.719616,-149.5572641,57.80384776,510,704.555782144138,6412.0752891767,TRUE,TRUE,TRUE,6.23441072571837,2.12727543432833,4.52530077349677,330
719346,13.719616,-149.4949305,57.80161543,587,708.270324254023,6412.01712369814,TRUE,TRUE,TRUE,6.3750248198281,2.37716939633706,5.65093433888149,430
719347,13.719616,-149.4326049,57.79935204,801,711.984924544543,6411.95890778213,FALSE,TRUE,FALSE,6.68586094706836,2.92957541127683,8.58241209035781,530
719571,7.755014742,-135.8638343,56.52838741,825,1547.76976958595,6397.1777444857,FALSE,TRUE,FALSE,6.71538338633468,2.98204155532258,8.8925718376707,550
719572,11.55325344,-135.8057861,56.51941777,852,1551.52735157996,6397.10097363339,FALSE,TRUE,FALSE,6.74758652682932,3.03927173852917,9.23717270062211,550
719573,13.61800352,-135.7477665,56.51042009,405,1555.28525162544,6397.02406956694,TRUE,TRUE,TRUE,6.00388706710654,1.71759765094548,2.95014169053343,450
719574,13.719616,-135.6897754,56.50139441,246,1559.04348047212,6396.9470365677,TRUE,TRUE,TRUE,5.50533153593236,0.831583928386029,0.691531829949941,250
719575,13.719616,-135.631813,56.49234074,215,1562.80203158629,6396.86987094124,TRUE,TRUE,TRUE,5.37063802812766,0.592211804735996,0.350714821668666,150
719576,13.719616,-135.5738792,56.4832591,193,1566.56091625986,6396.79257478901,TRUE,TRUE,TRUE,5.26269018890489,0.400371055026999,0.160296981703432,150
719577,13.719616,-135.5159743,56.47414951,176,1570.32012160818,6396.71514389332,TRUE,TRUE,TRUE,5.17048399503815,0.236505752242178,0.0559349708436384,150
719578,13.719616,-135.4580982,56.46501198,157,1574.07965918603,6396.63757925179,TRUE,FALSE,FALSE,5.05624580534831,0.033486033521637,0.00112131444101219,150
719579,13.719616,-135.400251,56.45584655,149,1577.83952759102,6396.55988196863,TRUE,TRUE,TRUE,5.00394630594546,-0.0594586261129281,0.00353532821923697,150
719580,13.719616,-135.3424327,56.44665323,145,1581.59973231222,6396.48205145907,TRUE,TRUE,TRUE,4.97673374242057,-0.107819747796373,0.0116250980148735,150
719581,13.719616,-135.2846435,56.43743203,149,1585.36026674159,6396.40408392558,TRUE,TRUE,TRUE,5.00394630594546,-0.0594586261129281,0.00353532821923697,150
719582,13.719616,-135.2268834,56.42818299,150,1589.1211354753,6396.32598203379,TRUE,TRUE,TRUE,5.01063529409626,-0.0475712135358673,0.00226302035727508,150
719583,13.719616,-135.1691525,56.41890611,142,1592.88233821403,6396.24774246912,TRUE,TRUE,TRUE,4.95582705760126,-0.144974304279802,0.0210175489014127,150
719584,13.719616,-135.1114508,56.40960142,139,1596.64387981938,6396.16936679874,TRUE,TRUE,TRUE,4.93447393313069,-0.182922256147645,0.0334605517941447,150
719585,13.719616,-135.0537784,56.40026894,138,1600.40575938465,6396.09085387183,TRUE,TRUE,TRUE,4.92725368515721,-0.1957538032568,0.0383195514895018,150
719586,13.719616,-134.9961353,56.39090869,122,1604.16798203782,6396.01220415707,TRUE,TRUE,TRUE,4.80402104473326,-0.414758114021747,0.172024293146877,50
719589,2.419391576,-134.8233831,56.36266151,86,1615.45668127888,6395.77541644935,TRUE,TRUE,TRUE,4.45434729625351,-1.03618485627891,1.07367905638175,50
720599,13.26732005,-155.1223996,57.84450406,39,374.01575142933,6413.37436181526,TRUE,TRUE,TRUE,3.66356164612965,-2.44153871116987,5.96111127814104,20
720600,13.719616,-155.0598582,57.84504887,75,377.729310664821,6413.32026065735,TRUE,FALSE,FALSE,4.31748811353631,-1.279405734122,1.63687903250425,121
720601,13.719616,-154.9973149,57.84556245,259,381.442831060238,6413.26611488084,TRUE,TRUE,TRUE,5.55682806169954,0.923101574146363,0.852116516191493,232
720602,13.719616,-154.9347698,57.8460448,258,385.156314403778,6413.21192461091,TRUE,TRUE,TRUE,5.55295958492162,0.916226665943926,0.839471303386723,232
720603,13.719616,-154.8722231,57.84649593,298,388.869756579877,6413.15769124176,TRUE,TRUE,TRUE,5.6970934865054,1.1723758944732,1.37446523794184,232
720604,13.719616,-154.8096748,57.84691582,300,392.583165249373,6413.10341248073,TRUE,TRUE,TRUE,5.7037824746562,1.18426330705026,1.40247958042563,232
