STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	13442	79.4464506808821	0	1172.49396709491	0	1	0	1	1	12.2076457882986
2	10802	182.834068468015	0	1844.57652959658	0	1	0	1	2	15.4332809758967
3	7711	44.4452324966426	0	127.691619356513	0	1	0	1	3	2
4	12232	342.952180897018	0	1322.10719738991	0	1	0	1	4	12.5262637979974
5	5258	4697.9806156762	0	5754.73614526022	0	1	0	1	5	23.4370749800157
1	29172	126.159242480111	0	458.432946267429	0	1	0	2	1	10.6242214095391
2	11066	735.107931475668	0	1013.00902866989	0	1	0	2	2	8.90551559233358
3	9251	1591.20471102933	0	1727.16892999057	0	1	0	2	3	12.6934180703418
4	3058	4693.09740389935	0	4199.68426893055	0	1	0	2	4	10.202561208684
5	2167	2540.0875839746	0	3638.2656938996	0	1	0	2	5	6.26337492162093
1	55110	473.448720241338	0	1817.52346140033	0	1	0	3	1	41.1753299111251
2	9405	2235.10196174769	0	3412.3571135372	0	1	0	3	2	13.1928895300933
3	7656	5623.3967865742	0	6229.84026496524	0	1	0	3	3	19.6067443897689
4	2607	10542.4158222235	0	12668.8492586909	0	1	0	3	4	13.577032286712
5	2442	6202.21108685111	0	6808.90607421084	0	1	0	3	5	6.83517524588811
1	13431	393.958463306406	0	1338.21153601239	0	1	0	4	1	3.85837251092953
2	2112	2632.18396005701	0	23724.0087244036	0	1	0	4	2	10.756055271253
3	2816	1037.4440158049	0	1923.53604105266	0	1	0	4	3	2
4	6424	3795.37632126027	0	13311.6988151609	0	1	0	4	4	18.3573526730484
5	3454	3363.08357467267	0	2697.17722525421	0	1	0	4	5	2
1	9097	513.296395250548	0	2435.86133838742	0	1	0	5	1	6.29126804737107
2	15246	539.084223451054	0	1653.38948928627	0	1	0	5	2	7.15679405401051
3	5599	1601.33819905627	0	4228.96458078166	0	1	0	5	3	6.72251759193699
4	2563	3444.1644378316	0	8066.30303224886	0	1	0	5	4	5.86962791778238
5	4488	7432.10704498495	0	16259.9069865702	0	1	0	5	5	20.7185013160087
