STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	14014	20545.7179856354	0	8810.67623333407	0	1	0	1	1	26.4583936372594
2	9735	17465.754830607	0	7663.60108459346	0	1	0	1	2	15.9867787243284
3	8624	14311.1940200926	0	6965.63096333886	0	1	0	1	3	12.8724533791403
4	11594	10400.2489963049	0	6162.79830338156	0	1	0	1	4	15.3109933602737
5	5478	4503.68863835297	0	5933.25603390292	0	1	0	1	5	6.96477731498337
1	16445	22185.6837168591	0	8907.07182429336	0	1	0	2	1	19.0608315846147
2	7755	15529.7632317481	0	6295.82769046881	0	1	0	2	2	6.35342119394814
3	8217	9348.64034336721	0	4401.88681216849	0	1	0	2	3	4.70679377075729
4	17666	5392.02069221407	0	3877.8944733211	0	1	0	2	4	8.91471009854473
5	4631	598.534025149344	0	1152.39301001124	0	1	0	2	5	2
1	7711	19174.9470194178	0	13587.3377736641	0	1	0	3	1	7.43016667133228
2	15455	38034.2072368792	0	24030.1622591777	0	1	0	3	2	26.3377816910919
3	11638	19887.1965209178	0	15285.835455539	0	1	0	3	3	12.6159806444189
4	17666	12228.6805858377	0	8581.04477133961	0	1	0	3	4	10.7505794932993
5	24750	5248.61407476522	0	5528.79472363044	0	1	0	3	5	9.70418683939434
1	5357	6284.62007206352	0	3567.6318841377	0	1	0	4	1	10.8018458462783
2	13431	4913.23295558539	0	3646.59657737669	0	1	0	4	2	27.6816747358082
3	4664	6323.04686334554	0	5151.21385257993	0	1	0	4	3	13.5788944939589
4	2431	3327.58624231313	0	3798.92984577551	0	1	0	4	4	5.21966372480087
5	2354	4996.74453325803	0	6412.19711256802	0	1	0	4	5	8.53119001134279
1	14311	12657.9433792603	0	9457.63403305778	0	1	0	5	1	30.2861913267068
2	1782	10481.2885049818	0	6140.0344180267	0	1	0	5	2	2.44833409409911
3	7568	6909.96333886509	0	4432.42140824868	0	1	0	5	3	7.50609993554485
4	7040	4146.25651604782	0	3030.50423267653	0	1	0	5	4	4.77397047912639
5	6292	2427.24011194798	0	2863.82102742158	0	1	0	5	5	4.03205792452186
