STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	8415	22985.6959747959	0	20520.1402059944	0	1	0	1	1	10.2790281636164
2	8481	16129.5354431465	0	13778.050098012	0	1	0	1	2	6.95588566177277
3	6061	11080.6328915713	0	8624.17475839798	0	1	0	1	3	3.11156905886121
4	8503	7070.09943195705	0	6874.58355789479	0	1	0	1	4	3.47965499358956
5	17985	2085.6049211943	0	4814.1626089525	0	1	0	1	5	5.15405216093896
1	5269	12378.4822934392	0	11728.935092133	0	1	0	2	1	6.44134452013653
2	10461	8800.32958415338	0	10052.3605915388	0	1	0	2	2	10.9605161892759
3	7722	3779.89280597781	0	5181.37672353619	0	1	0	2	3	4.17027518609907
4	7172	1022.57586754898	0	3100.02099335258	0	1	0	2	4	2.31736617000631
5	24090	248.746674547341	0	2545.14204262426	0	1	0	2	5	6.3905549257241
1	7238	8373.4752823856	0	16098.4879418834	0	1	0	3	1	9.11086867727103
2	9702	15583.0013726759	0	18334.9227009386	0	1	0	3	2	13.9090181887608
3	9493	9413.47050272769	0	9867.82085367015	0	1	0	3	3	7.32454849464021
4	10978	3085.23349140785	0	6922.2573720136	0	1	0	3	4	5.94192396822693
5	39809	654.250530540192	0	4565.34313918217	0	1	0	3	5	14.2105476469907
1	1661	808.505843252294	0	2716.19145952388	0	1	0	4	1	3.2421835039738
2	3553	884.953879685065	0	1458.37538070331	0	1	0	4	2	3.72367793854531
3	3938	499.881385300945	0	828.666150524272	0	1	0	4	3	2.34510823044269
4	19085	33.1316180076	0	162.765994365933	0	1	0	4	4	2.23235582565862
1	1221	5884.80026890165	0	10630.0466448893	0	1	0	5	1	2.76709190715866
2	2662	3410.64474639451	0	6356.0018966297	0	1	0	5	2	3.60715512351097
3	6083	1645.22676840063	0	3387.60700486783	0	1	0	5	3	4.39322644036111
4	10802	460.605113665659	0	1701.63332234975	0	1	0	5	4	3.91870800934944
5	16225	49.9753278720294	0	402.797338492619	0	1	0	5	5	2
