STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	16423	185.978406280337	0	511.039869026087	0	1	0	1	1	2
2	17072	1109.46513229731	0	2594.38763933275	0	1	0	1	2	9.63658280767411
3	7370	1019.54469804616	0	2044.82547756446	0	1	0	1	3	3.2788951136899
4	4686	869.228566143267	0	2210.5778434046	0	1	0	1	4	2.25378189656591
5	3894	1387.73391008649	0	3614.61391703676	0	1	0	1	5	3.06239814225557
1	15730	448.343323529449	0	1874.54233737463	0	1	0	2	1	2
2	11066	2594.05772150142	0	7885.95813795678	0	1	0	2	2	4.36751619337148
3	5962	4773.05437718001	0	16126.2058280888	0	1	0	2	3	4.81186640276584
4	3575	3243.49271805443	0	11016.283538683	0	1	0	2	4	2
5	18381	496.232743442405	0	1485.78201154331	0	1	0	2	5	2
1	27632	374.01587493847	0	1370.39407175187	0	1	0	3	1	2
2	16170	4638.78105553743	0	9369.62175985451	0	1	0	3	2	6.76677356939049
3	9229	3115.62478930501	0	5764.14103471727	0	1	0	3	3	2.37595827455813
4	24189	1393.44240824521	0	3744.46496611279	0	1	0	3	4	4.04536070161164
1	13288	254.327277635549	0	495.994810631674	0	1	0	4	1	2
2	5203	1497.15683543634	0	1854.41105685235	0	1	0	4	2	2
3	3597	3048.45201784425	0	3965.12066316165	0	1	0	4	3	2.84276048837703
4	6149	842.438060577646	0	1971.65836964224	0	1	0	4	4	2.41645985482685
1	15741	250.130181237416	0	317.367534770643	0	1	0	5	1	2
2	5379	771.153918978414	0	1131.27444744391	0	1	0	5	2	2.42677063840071
3	5555	1297.92257306397	0	2543.08054970982	0	1	0	5	3	5.63382547644729
4	3883	869.684583291873	0	1712.44674696381	0	1	0	5	4	2.65181776204307
5	6435	369.340954690723	0	794.747704330937	0	1	0	5	5	2.0395626167996
