STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	18843	95.399400023031	0	1778.8383947765	0	1	0	1	1	2
2	6468	997.709666691567	0	13751.2739096022	0	1	0	1	2	4.59530844431998
3	18777	517.28288449667	0	5767.83523070229	0	1	0	1	3	5.5955241554187
4	2684	10782.2564789223	0	17461.0629935542	0	1	0	1	4	2.42133519003574
5	2673	33356.1515974495	0	28698.0430118155	0	1	0	1	5	3.96326365040374
1	33792	103.312709741478	0	1037.10424910411	0	1	0	2	1	2.20888225796424
2	13189	1246.60942848508	0	4135.29516427937	0	1	0	2	2	3.43759444274847
3	2684	4146.26356931391	0	10150.6732571252	0	1	0	2	3	2
4	2233	25742.0748916283	0	14689.5953442588	0	1	0	2	4	2.06744903381321
5	2816	14778.3957061538	0	11759.7495529309	0	1	0	2	5	2.08721400380095
1	55891	145.98717903503	0	1063.12907426796	0	1	0	3	1	3.7289616546241
2	11429	2610.42881591368	0	4701.30535072308	0	1	0	3	2	3.37199354374385
3	4477	13371.6902002477	0	10080.6943065555	0	1	0	3	3	2.83228910396141
4	5423	20045.6127656252	0	13696.5804630286	0	1	0	3	4	4.66135092643623
1	4752	746.863941674254	0	6919.18890758054	0	1	0	4	1	2.63388917796743
2	8118	990.145616431132	0	5165.03841738406	0	1	0	4	2	3.35883353944101
3	8305	2991.86526231574	0	7010.55255517562	0	1	0	4	3	4.66399164977731
4	2827	12663.973553838	0	12822.9244721544	0	1	0	4	4	2.90388070327625
5	4235	17365.5245280194	0	15630.1514327063	0	1	0	4	5	5.30252199196803
1	24486	749.0008563811	0	2971.3862889908	0	1	0	5	1	6.39400749565436
2	5038	3439.14398960765	0	4990.71981611632	0	1	0	5	2	2.20961969810494
3	2882	9634.43839446294	0	10173.3491801773	0	1	0	5	3	2.57664215875636
4	2266	17080.0925492564	0	11942.929925263	0	1	0	5	4	2.37830183247229
5	2321	13824.8385355917	0	16399.8391512577	0	1	0	5	5	3.34511389932811
