STRATO	N	M1	M2	S1	S2	COST	CENS	DOM1	X1	SOLUZ
1	44033	272.419574692573	0	4322.69751852712	0	1	0	1	1	2.24137556994725
2	2717	26952.8284470952	0	70440.9680331788	0	1	0	1	2	2.25370187493488
3	1650	154712.847839664	0	190803.839360013	0	1	0	1	3	3.7072559042418
4	1045	250544.010793591	0	278515.377562695	0	1	0	1	4	3.42725943840956
1	31548	27.7152618223645	0	518.648588427512	0	1	0	2	1	2
2	14267	3033.46479463862	0	23660.385022386	0	1	0	2	2	4.48698083769972
3	4059	13188.518495086	0	54213.0606917418	0	1	0	2	3	2.92497880972517
4	3553	211960.206454875	0	153637.169446476	0	1	0	2	4	7.25589936665688
5	1287	140660.171169135	0	147763.06991538	0	1	0	2	5	2.52780866555407
1	58597	45.2249043899594	0	1266.21299186011	0	1	0	3	1	2
2	7942	847.335857057068	0	9719.91871155612	0	1	0	3	2	2
3	5533	9323.62075161706	0	41400.4039550661	0	1	0	3	3	3.09380914119173
4	2244	119230.000526465	0	125300.343086699	0	1	0	3	4	3.7975489638414
5	2904	197147.680786928	0	157253.041030941	0	1	0	3	5	6.16770984160144
1	10736	243.585700706298	0	3709.17444711148	0	1	0	4	1	3.20911685180716
2	11330	713.734596954815	0	5800.00593522634	0	1	0	4	2	5.2957090532644
3	3586	6238.24903742517	0	15343.7491534676	0	1	0	4	3	4.43412104080386
4	836	24672.472327852	0	34942.0788734393	0	1	0	4	4	2.3540776614607
5	1749	45096.4877285352	0	50430.1839759453	0	1	0	4	5	7.10797891853452
1	21362	22.6637040402575	0	169.261096353675	0	1	0	5	1	2
2	8778	132.089016718757	0	620.372911974083	0	1	0	5	2	2.76079228611747
3	3014	1099.23304817138	0	2545.34622753546	0	1	0	5	3	3.88933581532734
4	1991	5471.09526306372	0	7178.37401978112	0	1	0	5	4	7.24573877673902
5	1848	3374.72229159596	0	4448.56294622452	0	1	0	5	5	4.16780159809927
